Date,Close,Google_trends
2022/10/25,20110.87556,23.96774194
2022/10/24,19335.3937,23.67741935
2022/10/23,19548.7249,23.38709677
2022/10/22,19202.85297,23.09677419
2022/10/21,19166.3286,22.80645161
2022/10/20,19042.9309,22.51612903
2022/10/19,19124.9892,22.22580645
2022/10/18,19351.0697,21.93548387
2022/10/17,19558.1117,21.64516129
2022/10/16,19259.62065,21.35483871
2022/10/15,19054.8847,21.06451613
2022/10/14,19191.0274,20.77419355
2022/10/13,19380.6893,20.48387097
2022/10/12,19157.97735,20.19354839
2022/10/11,19045.5416,19.90322581
2022/10/10,19135.37402,19.61290323
2022/10/9,19436.3351,19.32258065
2022/10/8,19401.0105,19.03225806
2022/10/7,19533.02825,18.74193548
2022/10/6,19948.2219,18.4516129
2022/10/5,20168.6041,18.16129032
2022/10/4,20339.726,17.87096774
2022/10/3,19610.3879,17.58064516
2022/10/2,19035.34988,17.29032258
2022/10/1,19305.1719,17
2022/9/30,19449.60774,17.13333333
2022/9/29,19593.33746,17.26666667
2022/9/28,19399.48878,17.4
2022/9/27,19098.47982,17.53333333
2022/9/26,19238.7536,17.66666667
2022/9/25,18814.0516,17.8
2022/9/24,18931.73411,17.93333333
2022/9/23,19245.96942,18.06666667
2022/9/22,19429.13269,18.2
2022/9/21,18501.82049,18.33333333
2022/9/20,18873.2005,18.46666667
2022/9/19,19576.6372,18.6
2022/9/18,19393.59391,18.73333333
2022/9/17,20123.64055,18.86666667
2022/9/16,19756.26819,19
2022/9/15,19662.3883,19.13333333
2022/9/14,20251.71983,19.26666667
2022/9/13,20172.39246,19.4
2022/9/12,22387.93863,19.53333333
2022/9/11,21789.45241,19.66666667
2022/9/10,21661.704,19.8
2022/9/9,21370.64087,19.93333333
2022/9/8,19318.4204,20.06666667
2022/9/7,19275.30356,20.2
2022/9/6,18812.06104,20.33333333
2022/9/5,19808.09596,20.46666667
2022/9/4,19975.3081,20.6
2022/9/3,19834.79562,20.73333333
2022/9/2,19927.5466,20.86666667
2022/9/1,20145.5884,21
2022/8/31,20046.9471,21.03225806
2022/8/30,19768.0653,21.06451613
2022/8/29,20280.87118,21.09677419
2022/8/28,19606.7351,21.12903226
2022/8/27,20050.5705,21.16129032
2022/8/26,20215.51485,21.19354839
2022/8/25,21591.28483,21.22580645
2022/8/24,21378.10481,21.25806452
2022/8/23,21516.13082,21.29032258
2022/8/22,21418.635,21.32258065
2022/8/21,21515.70635,21.35483871
2022/8/20,21163.4085,21.38709677
2022/8/19,20840.72427,21.41935484
2022/8/18,23206.1852,21.4516129
2022/8/17,23311.75915,21.48387097
2022/8/16,23889.74606,21.51612903
2022/8/15,24146.6057,21.5483871
2022/8/14,24323.00217,21.58064516
2022/8/13,24427.97318,21.61290323
2022/8/12,24395.938,21.64516129
2022/8/11,23928.9778,21.67741935
2022/8/10,23940.2045,21.70967742
2022/8/9,23158.6991,21.74193548
2022/8/8,23792.955,21.77419355
2022/8/7,23170.70242,21.80645161
2022/8/6,22938.3603,21.83870968
2022/8/5,23225.78975,21.87096774
2022/8/4,22635.52,21.90322581
2022/8/3,22812.3048,21.93548387
2022/8/2,22963.82554,21.96774194
2022/8/1,23311.59284,22
2022/7/31,23314.4296,22.32258065
2022/7/30,23642.24323,22.64516129
2022/7/29,23746.2734,22.96774194
2022/7/28,23847.01344,23.29032258
2022/7/27,22943.12042,23.61290323
2022/7/26,21206.71524,23.93548387
2022/7/25,21340.4673,24.25806452
2022/7/24,22600.78471,24.58064516
2022/7/23,22471.3157,24.90322581
2022/7/22,22701.085,25.22580645
2022/7/21,23180.0875,25.5483871
2022/7/20,23244.5742,25.87096774
2022/7/19,23407.3451,26.19354839
2022/7/18,22440.03658,26.51612903
2022/7/17,20769.40226,26.83870968
2022/7/16,21192.11367,27.16129032
2022/7/15,20831.31137,27.48387097
2022/7/14,20587.5358,27.80645161
2022/7/13,20187.1528,28.12903226
2022/7/12,19313.26076,28.4516129
2022/7/11,19992.29457,28.77419355
2022/7/10,20857.65584,29.09677419
2022/7/9,21592.74175,29.41935484
2022/7/8,21801.08221,29.74193548
2022/7/7,21647.16593,30.06451613
2022/7/6,20557.53555,30.38709677
2022/7/5,20185.96233,30.70967742
2022/7/4,20255.6454,31.03225806
2022/7/3,19310.0755,31.35483871
2022/7/2,19246.50949,31.67741935
2022/7/1,19336.10444,32
2022/6/30,19816.74636,32.3
2022/6/29,20101.12,32.6
2022/6/28,20293.4508,32.9
2022/6/27,20732.9834,33.2
2022/6/26,21029.2163,33.5
2022/6/25,21499.97104,33.8
2022/6/24,21279.53233,34.1
2022/6/23,21075.1688,34.4
2022/6/22,19976.05359,34.7
2022/6/21,20739.94339,35
2022/6/20,20672.8011,35.3
2022/6/19,20554.9027,35.6
2022/6/18,19007.5031,35.9
2022/6/17,20468.2145,36.2
2022/6/16,20383.6889,36.5
2022/6/15,22490.59073,36.8
2022/6/14,22209.515,37.1
2022/6/13,22509.0994,37.4
2022/6/12,26704.72936,37.7
2022/6/11,28399.9749,38
2022/6/10,29082.53195,38.3
2022/6/9,30111.70675,38.6
2022/6/8,30204.54858,38.9
2022/6/7,31193.0692,39.2
2022/6/6,31367.4226,39.5
2022/6/5,29909.21037,39.8
2022/6/4,29840.07522,40.1
2022/6/3,29717.55805,40.4
2022/6/2,30441.46505,40.7
2022/6/1,29789.42113,41
2022/5/31,31852.83438,40.80645161
2022/5/30,31720.0295,40.61290323
2022/5/29,29445.7241,40.41935484
2022/5/28,29047.06027,40.22580645
2022/5/27,28606.47447,40.03225806
2022/5/26,29353.61926,39.83870968
2022/5/25,29557.53374,39.64516129
2022/5/24,29674.1123,39.4516129
2022/5/23,29114.08113,39.25806452
2022/5/22,30366.04222,39.06451613
2022/5/21,29449.98556,38.87096774
2022/5/20,29234.03291,38.67741935
2022/5/19,30376.33148,38.48387097
2022/5/18,28760.1539,38.29032258
2022/5/17,30452.62433,38.09677419
2022/5/16,29880.54816,37.90322581
2022/5/15,31333.76562,37.70967742
2022/5/14,30123.7756,37.51612903
2022/5/13,29250.004,37.32258065
2022/5/12,29130.0386,37.12903226
2022/5/11,28984.5358,36.93548387
2022/5/10,31024.7033,36.74193548
2022/5/9,30363.86562,36.5483871
2022/5/8,33933.54281,36.35483871
2022/5/7,35552.564,36.16129032
2022/5/6,36033.0634,35.96774194
2022/5/5,36568.7596,35.77419355
2022/5/4,39699.03396,35.58064516
2022/5/3,37732.29975,35.38709677
2022/5/2,38503.90959,35.19354839
2022/5/1,38467.094,35
2022/4/30,37660.45292,34.6
2022/4/29,38592.00442,34.2
2022/4/28,39749.9386,33.8
2022/4/27,39248.43928,33.4
2022/4/26,38026.74626,33
2022/4/25,40475.27521,32.6
2022/4/24,39479.99697,32.2
2022/4/23,39419.5301,31.8
2022/4/22,39757.5541,31.4
2022/4/21,40528.7777,31
2022/4/20,41363.50366,30.6
2022/4/19,41504.4185,30.2
2022/4/18,40826.6711,29.8
2022/4/17,39678.0001,29.4
2022/4/16,40386.5108,29
2022/4/15,40558.127,28.6
2022/4/14,39909.71687,28.2
2022/4/13,41160.0481,27.8
2022/4/12,40169.21512,27.4
2022/4/11,39456.93304,27
2022/4/10,42242.7841,26.6
2022/4/9,42788.71116,26.2
2022/4/8,42283.4292,25.8
2022/4/7,43480.17472,25.4
2022/4/6,43138.51947,25
2022/4/5,45573.53741,24.6
2022/4/4,46605.60297,24.2
2022/4/3,46430.69671,23.8
2022/4/2,45845.95756,23.4
2022/4/1,46231.00476,23
2022/3/31,45540.82639,23.22580645
2022/3/30,47100.45937,23.4516129
2022/3/29,47498.66565,23.67741935
2022/3/28,46888.22115,23.90322581
2022/3/27,46842.71955,24.12903226
2022/3/26,44533.21742,24.35483871
2022/3/25,44365.18255,24.58064516
2022/3/24,43948.89113,24.80645161
2022/3/23,42925.97798,25.03225806
2022/3/22,42376.74422,25.25806452
2022/3/21,41051.83346,25.48387097
2022/3/20,41252.05199,25.70967742
2022/3/19,42166.22954,25.93548387
2022/3/18,41767.09817,26.16129032
2022/3/17,40958.22516,26.38709677
2022/3/16,41147.27989,26.61290323
2022/3/15,39302.01679,26.83870968
2022/3/14,39599.02437,27.06451613
2022/3/13,37824.35153,27.29032258
2022/3/12,38875.98605,27.51612903
2022/3/11,38770.04591,27.74193548
2022/3/10,39461.35102,27.96774194
2022/3/9,41955.06532,28.19354839
2022/3/8,38724.82009,28.41935484
2022/3/7,37991.87947,28.64516129
2022/3/6,38385.18525,28.87096774
2022/3/5,39409.21247,29.09677419
2022/3/4,39120.0424,29.32258065
2022/3/3,42450.88343,29.5483871
2022/3/2,43938.47684,29.77419355
2022/3/1,44359.8712,30
2022/2/28,43181.1437,30.17857143
2022/2/27,37714.48389,30.35714286
2022/2/26,39033.5353,30.53571429
2022/2/25,39219.47676,30.71428571
2022/2/24,38296.16593,30.89285714
2022/2/23,37287.48634,31.07142857
2022/2/22,38302.8439,31.25
2022/2/21,37003.15356,31.42857143
2022/2/20,38464.8528,31.60714286
2022/2/19,40112.55953,31.78571429
2022/2/18,39976.23595,31.96428571
2022/2/17,40491.0412,32.14285714
2022/2/16,43997.7116,32.32142857
2022/2/15,44602.5315,32.5
2022/2/14,42594.9419,32.67857143
2022/2/13,42235.5136,32.85714286
2022/2/12,42126.3511,33.03571429
2022/2/11,42377.6527,33.21428571
2022/2/10,43524.37792,33.39285714
2022/2/9,44283.9142,33.57142857
2022/2/8,44082.39258,33.75
2022/2/7,43905.99798,33.92857143
2022/2/6,42388.07234,34.10714286
2022/2/5,41360.0538,34.28571429
2022/2/4,41653.56036,34.46428571
2022/2/3,37027.78,34.64285714
2022/2/2,36835.9015,34.82142857
2022/2/1,38761.9683,35
2022/1/31,38472.00624,35.25806452
2022/1/30,37937.339,35.51612903
2022/1/29,38131.8236,35.77419355
2022/1/28,37784.7229,36.03225806
2022/1/27,37201.84235,36.29032258
2022/1/26,36775.5295,36.5483871
2022/1/25,36948.63103,36.80645161
2022/1/24,36705.9179,37.06451613
2022/1/23,36231.1426,37.32258065
2022/1/22,35015.93463,37.58064516
2022/1/21,36400.668,37.83870968
2022/1/20,40673.94412,38.09677419
2022/1/19,41676.49878,38.35483871
2022/1/18,42352.1359,38.61290323
2022/1/17,42199.00911,38.87096774
2022/1/16,43104.67713,39.12903226
2022/1/15,43145.30763,39.38709677
2022/1/14,43068.72658,39.64516129
2022/1/13,42580.3303,39.90322581
2022/1/12,43900.027,40.16129032
2022/1/11,42674.2972,40.41935484
2022/1/10,41786.2184,40.67741935
2022/1/9,41880.90095,40.93548387
2022/1/8,41752.93,41.19354839
2022/1/7,41512.9242,41.4516129
2022/1/6,43119.06386,41.70967742
2022/1/5,43529.7281,41.96774194
2022/1/4,45884.45966,42.22580645
2022/1/3,46424.346,42.48387097
2022/1/2,47313.6322,42.74193548
2022/1/1,47544.4994,43
2021/12/31,46304.94959,42.70967742
2021/12/30,47161.0092,42.41935484
2021/12/29,46408.30267,42.12903226
2021/12/28,47637.8884,41.83870968
2021/12/27,50650.17144,41.5483871
2021/12/26,50799.97886,41.25806452
2021/12/25,50629.98124,40.96774194
2021/12/24,50771.9277,40.67741935
2021/12/23,50795.70373,40.38709677
2021/12/22,48648.50605,40.09677419
2021/12/21,48938.9095,39.80645161
2021/12/20,46878.42809,39.51612903
2021/12/19,46686.4963,39.22580645
2021/12/18,46871.01844,38.93548387
2021/12/17,46305.32715,38.64516129
2021/12/16,47709.1644,38.35483871
2021/12/15,48787.2417,38.06451613
2021/12/14,48395.29567,37.77419355
2021/12/13,46745.6254,37.48387097
2021/12/12,50116.99176,37.19354839
2021/12/11,49286.36663,36.90322581
2021/12/10,47092.3307,36.61290323
2021/12/9,47834.99429,36.32258065
2021/12/8,50471.21696,36.03225806
2021/12/7,50559.94761,35.74193548
2021/12/6,50453.04698,35.4516129
2021/12/5,49217.9124,35.16129032
2021/12/4,49014.11288,34.87096774
2021/12/3,53708.6772,34.58064516
2021/12/2,56405.66892,34.29032258
2021/12/1,57173.0795,34
2021/11/30,57030.12565,34
2021/11/29,57876.49424,34
2021/11/28,57158.66834,34
2021/11/27,54487.45022,34
2021/11/26,53663.60159,34
2021/11/25,58907.05076,34
2021/11/24,57103.4606,34
2021/11/23,57672.52894,34
2021/11/22,56369.5245,34
2021/11/21,58681.09231,34
2021/11/20,59815.37361,34
2021/11/19,58046.88915,34
2021/11/18,56749.2716,34
2021/11/17,60338.9249,34
2021/11/16,60189.9985,34
2021/11/15,63715.76978,34
2021/11/14,65255.04686,34
2021/11/13,64471.04362,34
2021/11/12,64315.36364,34
2021/11/11,64800.36102,34
2021/11/10,64871.25216,34
2021/11/9,66913.3364,34
2021/11/8,67500.02474,34
2021/11/7,63180.13308,34
2021/11/6,61416.30848,34
2021/11/5,61026.01799,34
2021/11/4,61367.93383,34
2021/11/3,62941.48199,34
2021/11/2,63175.51239,34
2021/11/1,61065.03107,34
2021/10/31,61339.97564,34.09677419
2021/10/30,61661.28735,34.19354839
2021/10/29,62220.29366,34.29032258
2021/10/28,60438.74647,34.38709677
2021/10/27,58681.0152,34.48387097
2021/10/26,60396.4959,34.58064516
2021/10/25,62989.5447,34.67741935
2021/10/24,60849.6164,34.77419355
2021/10/23,61238.6222,34.87096774
2021/10/22,60694.00001,34.96774194
2021/10/21,62298.09301,35.06451613
2021/10/20,65986.30294,35.16129032
2021/10/19,64217.0839,35.25806452
2021/10/18,61953.2331,35.35483871
2021/10/17,61582.25155,35.4516129
2021/10/16,60860.89184,35.5483871
2021/10/15,61526.33413,35.64516129
2021/10/14,57351.73842,35.74193548
2021/10/13,57357.6067,35.83870968
2021/10/12,56035.85825,35.93548387
2021/10/11,57399.22647,36.03225806
2021/10/10,54689.5713,36.12903226
2021/10/9,55102.17221,36.22580645
2021/10/8,53892.9323,36.32258065
2021/10/7,53809.13817,36.41935484
2021/10/6,55385.44519,36.51612903
2021/10/5,51545.04937,36.61290323
2021/10/4,49176.7613,36.70967742
2021/10/3,48144.1454,36.80645161
2021/10/2,47710.5155,36.90322581
2021/10/1,48080.37284,37
2021/9/30,43797.5922,36.76666667
2021/9/29,41543.6399,36.53333333
2021/9/28,40909.3105,36.3
2021/9/27,42278.30996,36.06666667
2021/9/26,43209.8655,35.83333333
2021/9/25,42718.93784,35.6
2021/9/24,42748.0353,35.36666667
2021/9/23,44844.228,35.13333333
2021/9/22,43579.97298,34.9
2021/9/21,40538.4344,34.66666667
2021/9/20,42966.0101,34.43333333
2021/9/19,47201.5018,34.2
2021/9/18,48210.7774,33.96666667
2021/9/17,47197.5518,33.73333333
2021/9/16,47816.2504,33.5
2021/9/15,48092.9703,33.26666667
2021/9/14,47012.9104,33.03333333
2021/9/13,44990.02141,32.8
2021/9/12,46058.0015,32.56666667
2021/9/11,45096.0509,32.33333333
2021/9/10,44833.0831,32.1
2021/9/9,46319.9526,31.86666667
2021/9/8,45972.9463,31.63333333
2021/9/7,46881.9971,31.4
2021/9/6,52639.2443,31.16666667
2021/9/5,51698.7267,30.93333333
2021/9/4,49974.09728,30.7
2021/9/3,49987.63657,30.46666667
2021/9/2,49318.558,30.23333333
2021/9/1,48744.6322,30
2021/8/31,47225.2696,30.06451613
2021/8/30,47020.6765,30.12903226
2021/8/29,48876.7643,30.19354839
2021/8/28,48864.0249,30.25806452
2021/8/27,49005.9495,30.32258065
2021/8/26,47130.6185,30.38709677
2021/8/25,48939.9658,30.4516129
2021/8/24,47734.0314,30.51612903
2021/8/23,49486.4032,30.58064516
2021/8/22,49223.94712,30.64516129
2021/8/21,49000.4242,30.70967742
2021/8/20,49270.61315,30.77419355
2021/8/19,46666.8683,30.83870968
2021/8/18,44856.0324,30.90322581
2021/8/17,44569.5598,30.96774194
2021/8/16,45906.7425,31.03225806
2021/8/15,47057.4919,31.09677419
2021/8/14,47053.5097,31.16129032
2021/8/13,47799.97212,31.22580645
2021/8/12,44434.3365,31.29032258
2021/8/11,45670.172,31.35483871
2021/8/10,45543.91666,31.41935484
2021/8/9,46265.47428,31.48387097
2021/8/8,43780.2388,31.5483871
2021/8/7,44665.77153,31.61290323
2021/8/6,42792.7879,31.67741935
2021/8/5,40849.95098,31.74193548
2021/8/4,39772.4717,31.80645161
2021/8/3,38255.05,31.87096774
2021/8/2,39153.01029,31.93548387
2021/8/1,40120.70072,32
2021/7/31,41700.99674,31.96774194
2021/7/30,42094.78,31.93548387
2021/7/29,39993.53,31.90322581
2021/7/28,39999.97,31.87096774
2021/7/27,39184.61,31.83870968
2021/7/26,37211.42,31.80645161
2021/7/25,35227.35,31.77419355
2021/7/24,34211.77,31.74193548
2021/7/23,33506.09382,31.70967742
2021/7/22,32338.55,31.67741935
2021/7/21,32142.94,31.64516129
2021/7/20,29759.93,31.61290323
2021/7/19,30851.95,31.58064516
2021/7/18,31813,31.5483871
2021/7/17,31570.17,31.51612903
2021/7/16,31385.55,31.48387097
2021/7/15,31641.44705,31.4516129
2021/7/14,32776.13963,31.41935484
2021/7/13,32567.57251,31.38709677
2021/7/12,33219.352,31.35483871
2021/7/11,34249.77404,31.32258065
2021/7/10,33548.81733,31.29032258
2021/7/9,33866.19638,31.25806452
2021/7/8,32837.96027,31.22580645
2021/7/7,33867.46512,31.19354839
2021/7/6,34106.80638,31.16129032
2021/7/5,33866.54475,31.12903226
2021/7/4,35312.38754,31.09677419
2021/7/3,34698.30313,31.06451613
2021/7/2,33846.00709,31.03225806
2021/7/1,33628.67,31
2021/6/30,35060.42897,31.46666667
2021/6/29,35840.38647,31.93333333
2021/6/28,34439.12,32.4
2021/6/27,34579.03,32.86666667
2021/6/26,31858.58,33.33333333
2021/6/25,31708.50893,33.8
2021/6/24,34580.35118,34.26666667
2021/6/23,33646.15,34.73333333
2021/6/22,32366.97,35.2
2021/6/21,31606.39,35.66666667
2021/6/20,35648.51716,36.13333333
2021/6/19,35635.38,36.6
2021/6/18,35577.47,37.06666667
2021/6/17,38082.08,37.53333333
2021/6/16,38290.04332,38
2021/6/15,40204.51,38.46666667
2021/6/14,40499.97,38.93333333
2021/6/13,38990,39.4
2021/6/12,35538.3,39.86666667
2021/6/11,37200.35,40.33333333
2021/6/10,36870.06,40.8
2021/6/9,37345.04492,41.26666667
2021/6/8,33369.13806,41.73333333
2021/6/7,33550.00408,42.2
2021/6/6,35781.01,42.66666667
2021/6/5,35510.26,43.13333333
2021/6/4,36908.14,43.6
2021/6/3,39152.71,44.06666667
2021/6/2,37622.43,44.53333333
2021/6/1,36606.39,45
2021/5/31,37303.75009,45.70967742
2021/5/30,35618.15758,46.41935484
2021/5/29,34523.41,47.12903226
2021/5/28,35670.7,47.83870968
2021/5/27,38479.69228,48.5483871
2021/5/26,39184.76165,49.25806452
2021/5/25,38165.78818,49.96774194
2021/5/24,38619.3971,50.67741935
2021/5/23,34834.68224,51.38709677
2021/5/22,37555,52.09677419
2021/5/21,37242.9427,52.80645161
2021/5/20,40389.77811,53.51612903
2021/5/19,36974.61474,54.22580645
2021/5/18,43019.7743,54.93548387
2021/5/17,43590.92217,55.64516129
2021/5/16,46395.05,56.35483871
2021/5/15,46786.61,57.06451613
2021/5/14,49884.92,57.77419355
2021/5/13,49655.62103,58.48387097
2021/5/12,50482.43448,59.19354839
2021/5/11,56721.83384,59.90322581
2021/5/10,55772.28125,60.61290323
2021/5/9,58169.72762,61.32258065
2021/5/8,58711.17203,62.03225806
2021/5/7,57339.55,62.74193548
2021/5/6,56484.49,63.4516129
2021/5/5,57338.36,64.16129032
2021/5/4,53329.38764,64.87096774
2021/5/3,57211.40864,65.58064516
2021/5/2,56563.76,66.29032258
2021/5/1,57793.51887,67
2021/4/30,57758.64693,66.53333333
2021/4/29,53610.42906,66.06666667
2021/4/28,54766.5393,65.6
2021/4/27,54924.0147,65.13333333
2021/4/26,53954.40657,64.66666667
2021/4/25,48987.68164,64.2
2021/4/24,50007.71595,63.73333333
2021/4/23,51020.04115,63.26666667
2021/4/22,51843.6798,62.8
2021/4/21,53889.33,62.33333333
2021/4/20,56363.62,61.86666667
2021/4/19,55653.24487,61.4
2021/4/18,56037.12872,60.93333333
2021/4/17,60078.27,60.46666667
2021/4/16,61504.76862,60
2021/4/15,63183.14,59.53333333
2021/4/14,62628.97594,59.06666667
2021/4/13,63528.48,58.6
2021/4/12,59940.53,58.13333333
2021/4/11,60018.28649,57.66666667
2021/4/10,59747.4368,57.2
2021/4/9,58159.44,56.73333333
2021/4/8,58019.88,56.26666667
2021/4/7,56073.47156,55.8
2021/4/6,58093.23833,55.33333333
2021/4/5,58777.73936,54.86666667
2021/4/4,58215.19,54.4
2021/4/3,57139.13796,53.93333333
2021/4/2,58963.3276,53.46666667
2021/4/1,58755.61518,53
2021/3/31,58719.45437,52.77419355
2021/3/30,58693.94856,52.5483871
2021/3/29,57664.85097,52.32258065
2021/3/28,55861.95,52.09677419
2021/3/27,55917.88011,51.87096774
2021/3/26,55002.76979,51.64516129
2021/3/25,51412.19201,51.41935484
2021/3/24,52584.7854,51.19354839
2021/3/23,54599.96181,50.96774194
2021/3/22,54249.99078,50.74193548
2021/3/21,57392.2057,50.51612903
2021/3/20,58219.82,50.29032258
2021/3/19,58091.62367,50.06451613
2021/3/18,57687.52056,49.83870968
2021/3/17,58711.97874,49.61290323
2021/3/16,56455.99844,49.38709677
2021/3/15,55723.94916,49.16129032
2021/3/14,59380.01894,48.93548387
2021/3/13,61297.99739,48.70967742
2021/3/12,57278.15502,48.48387097
2021/3/11,57633.69981,48.25806452
2021/3/10,55998.73927,48.03225806
2021/3/9,54759.46169,47.80645161
2021/3/8,52326.86244,47.58064516
2021/3/7,51409.22675,47.35483871
2021/3/6,48884.80043,47.12903226
2021/3/5,48901.91568,46.90322581
2021/3/4,48523.77958,46.67741935
2021/3/3,50593.57978,46.4516129
2021/3/2,48245.59608,46.22580645
2021/3/1,49557.93686,46
2021/2/28,44986.74483,46.71428571
2021/2/27,46202.31375,47.42857143
2021/2/26,46205.25772,48.14285714
2021/2/25,47372.37799,48.85714286
2021/2/24,49577.66705,49.57142857
2021/2/23,48514.38215,50.28571429
2021/2/22,54153.65519,51
2021/2/21,57367.94614,51.71428571
2021/2/20,56008.78744,52.42857143
2021/2/19,55795.15505,53.14285714
2021/2/18,51656.84687,53.85714286
2021/2/17,52127.62093,54.57142857
2021/2/16,49261.05077,55.28571429
2021/2/15,47981.97749,56
2021/2/14,48673.32971,56.71428571
2021/2/13,47056.76956,57.42857143
2021/2/12,47622.56892,58.14285714
2021/2/11,47680.42444,58.85714286
2021/2/10,44866.50228,59.57142857
2021/2/9,46511.52058,60.28571429
2021/2/8,46225.49641,61
2021/2/7,38888.63824,61.71428571
2021/2/6,39191.50755,62.42857143
2021/2/5,37945.96447,63.14285714
2021/2/4,36938.03487,63.85714286
2021/2/3,37551.93435,64.57142857
2021/2/2,35507.12771,65.28571429
2021/2/1,33513.4412,66
2021/1/31,33136.13947,65.93548387
2021/1/30,34333.10794,65.87096774
2021/1/29,34241.18685,65.80645161
2021/1/28,33117.57284,65.74193548
2021/1/27,30305.34378,65.67741935
2021/1/26,32577.7687,65.61290323
2021/1/25,32272.78384,65.5483871
2021/1/24,32261.74435,65.48387097
2021/1/23,32045.83959,65.41935484
2021/1/22,32836.13558,65.35483871
2021/1/21,30892.80236,65.29032258
2021/1/20,35636.11099,65.22580645
2021/1/19,36177.48749,65.16129032
2021/1/18,36714.8432,65.09677419
2021/1/17,35786.41703,65.03225806
2021/1/16,36178.18021,64.96774194
2021/1/15,36678.9504,64.90322581
2021/1/14,39304.68621,64.83870968
2021/1/13,37359.33216,64.77419355
2021/1/12,33949.39683,64.70967742
2021/1/11,35569.7227,64.64516129
2021/1/10,38299.0196,64.58064516
2021/1/9,40129.0005,64.51612903
2021/1/8,40703.29054,64.4516129
2021/1/7,39493.12851,64.38709677
2021/1/6,36904.21825,64.32258065
2021/1/5,33965.16042,64.25806452
2021/1/4,31973.83215,64.19354839
2021/1/3,32877.60728,64.12903226
2021/1/2,32093.26496,64.06451613
2021/1/1,29300.19094,64
2020/12/31,28977.96182,62.93548387
2020/12/30,28810.02049,61.87096774
2020/12/29,27392.54055,60.80645161
2020/12/28,27147.36675,59.74193548
2020/12/27,26326.48184,58.67741935
2020/12/26,26446.97357,57.61290323
2020/12/25,24652.03652,56.5483871
2020/12/24,23733.03049,55.48387097
2020/12/23,23261.7852,54.41935484
2020/12/22,23801.64017,53.35483871
2020/12/21,22882.15792,52.29032258
2020/12/20,23516.40283,51.22580645
2020/12/19,23844.56807,50.16129032
2020/12/18,23113.99259,49.09677419
2020/12/17,22823.45909,48.03225806
2020/12/16,21367.09631,46.96774194
2020/12/15,19434.07031,45.90322581
2020/12/14,19270.74681,44.83870968
2020/12/13,19169.33845,43.77419355
2020/12/12,18804.79471,42.70967742
2020/12/11,18062.11899,41.64516129
2020/12/10,18261.87845,40.58064516
2020/12/9,18569.9877,39.51612903
2020/12/8,18325.0542,38.4516129
2020/12/7,19190.03778,37.38709677
2020/12/6,19336.69255,36.32258065
2020/12/5,19127.65682,35.25806452
2020/12/4,18737.19266,34.19354839
2020/12/3,19427.95496,33.12903226
2020/12/2,19201.27613,32.06451613
2020/12/1,18855.04374,31
2020/11/30,19721.87473,30.76666667
2020/11/29,18162.12347,30.53333333
2020/11/28,17707.71579,30.3
