Date,Close, NASDAQ Composite Index,EMA
2021/5/30,35618.15758,13742.61,36626
2021/5/29,34523.41,13745.675,36243.71091
2021/5/28,35670.7,13748.74,36139.52711
2021/5/27,38479.69228,13736.28,36565.01168
2021/5/26,39184.76165,13738,37041.32986
2021/5/25,38165.78818,13657.17,37245.77683
2021/5/24,38619.3971,13661.17,37495.52597
2021/5/23,34834.68224,13597.77667,37011.7362
2021/5/22,37555,13534.38333,37110.51144
2021/5/21,37242.9427,13470.99,37134.58985
2021/5/20,40389.77811,13535.74,37726.44226
2021/5/19,36974.61474,13299.74,37589.74635
2021/5/18,43019.7743,13303.64,38577.02416
2021/5/17,43590.92217,13379.05,39488.64198
2021/5/16,46395.05,13396.02667,40744.35253
2021/5/15,46786.61,13413.00333,41842.94479
2021/5/14,49884.92,13429.98,43305.1221
2021/5/13,49655.62103,13124.99,44459.75827
2021/5/12,50482.43448,13031.68,45554.79031
2021/5/11,56721.83384,13389.43,47585.16186
2021/5/10,55772.28125,13401.86,49073.72902
2021/5/9,58169.72762,13518.65333,50727.54695
2021/5/8,58711.17203,13635.44667,52179.11515
2021/5/7,57339.55,13752.24,53117.37603
2021/5/6,56484.49,13632.84,53729.57857
2021/5/5,57338.36,13582.42,54385.72065
2021/5/4,53329.38764,13633.5,54193.6601
2021/5/3,57211.40864,13895.12,54742.34165
2021/5/2,56563.76,13917.64,55073.50863
2021/5/1,57793.51887,13940.16,55568.05594
2021/4/30,57758.64693,13962.68,55966.34521
2021/4/29,53610.42906,14082.55,55537.99682
2021/4/28,54766.5393,14051.03,55397.73182
2021/4/27,54924.0147,14090.22,55311.60143
2021/4/26,53954.40657,14138.78,55064.83873
2021/4/25,48987.68164,14098.12333,53959.90108
2021/4/24,50007.71595,14057.46667,53241.32196
2021/4/23,51020.04115,14016.81,52837.45272
2021/4/22,51843.6798,13818.41,52656.76674
2021/4/21,53889.33,13950.22,52880.86915
2021/4/20,56363.62,13786.27,53514.09658
2021/4/19,55653.24487,13914.77,53903.03263
2021/4/18,56037.12872,13960.62667,54291.0501
2021/4/17,60078.27,14006.48333,55343.2719
2021/4/16,61504.76862,14052.34,56463.54403
2021/4/15,63183.14,14038.76,57685.28875
2021/4/14,62628.97594,13857.84,58584.14097
2021/4/13,63528.48,13996.1,59483.1117
2021/4/12,59940.53,13850,59566.27867
2021/4/11,60018.28649,13866.73,59648.46191
2021/4/10,59747.4368,13883.46,59666.45734
2021/4/9,58159.44,13900.19,59392.45419
2021/4/8,58019.88,13829.31,59142.89525
2021/4/7,56073.47156,13688.84,58584.81821
2021/4/6,58093.23833,13698.38,58495.44005
2021/4/5,58777.73936,13705.59,58546.7672
2021/4/4,58215.19,13649.22,58486.48043
2021/4/3,57139.13796,13592.85,58241.50908
2021/4/2,58963.3276,13536.48,58372.74881
2021/4/1,58755.61518,13480.11,58442.36088
2021/3/31,58719.45437,13246.87,58492.74151
2021/3/30,58693.94856,13045.4,58529.32461
2021/3/29,57664.85097,13059.65,58372.14758
2021/3/28,55861.95,13086.01,57915.74802
2021/3/27,55917.88011,13112.37,57552.49931
2021/3/26,55002.76979,13138.73,57088.91213
2021/3/25,51412.19201,12977.68,56056.7812
2021/3/24,52584.7854,12961.89,55425.50923
2021/3/23,54599.96181,13227.7,55275.4097
2021/3/22,54249.99078,13377.54,55088.9699
2021/3/21,57392.2057,13323.44,55507.74004
2021/3/20,58219.82,13269.34,56000.84549
2021/3/19,58091.62367,13215.24,56380.98698
2021/3/18,57687.52056,13116.17,56618.53854
2021/3/17,58711.97874,13525.2,56999.16403
2021/3/16,56455.99844,13471.57,56900.40665
2021/3/15,55723.94916,13459.71,56686.50529
2021/3/14,59380.01894,13413.09333,57176.23504
2021/3/13,61297.99739,13366.47667,57925.64638
2021/3/12,57278.15502,13319.86,57807.92068
2021/3/11,57633.69981,13398.67,57776.24416
2021/3/10,55998.73927,13068.83,57453.06145
2021/3/9,54759.46169,13073.82,56963.31604
2021/3/8,52326.86244,12609.16,56120.32448
2021/3/7,51409.22675,12712.82333,55263.76125
2021/3/6,48884.80043,12816.48667,54103.95019
2021/3/5,48901.91568,12920.15,53158.12574
2021/3/4,48523.77958,12723.47,52315.51734
2021/3/3,50593.57978,12997.75,52002.43779
2021/3/2,48245.59608,13358.79,51319.37566
2021/3/1,49557.93686,13588.83,50999.11406
2021/2/28,44986.74483,13456.67,49905.95602
2021/2/27,46202.31375,13324.51,49232.56651
2021/2/26,46205.25772,13192.35,48682.14673
2021/2/25,47372.37799,13119.43,48444.00696
2021/2/24,49577.66705,13597.97,48650.12698
2021/2/23,48514.38215,13465.2,48625.4461
2021/2/22,54153.65519,13533.05,49630.57503
2021/2/21,57367.94614,13646.85333,51037.36977
2021/2/20,56008.78744,13760.65667,51941.26389
2021/2/19,55795.15505,13874.46,52641.97138
2021/2/18,51656.84687,13865.36,52462.85783
2021/2/17,52127.62093,13965.5,52401.90567
2021/2/16,49261.05077,14047.5,51830.84114
2021/2/15,47981.97749,14059.4925,51131.04775
2021/2/14,48673.32971,14071.485,50684.18992
2021/2/13,47056.76956,14083.4775,50024.65895
2021/2/12,47622.56892,14095.47,49587.91531
2021/2/11,47680.42444,14025.77,49241.09879
2021/2/10,44866.50228,13972.53,48445.7176
2021/2/9,46511.52058,14007.7,48094.04542
2021/2/8,46225.49641,13987.64,47754.30923
2021/2/7,38888.63824,13943.86,46142.36905
2021/2/6,39191.50755,13900.08,44878.57605
2021/2/5,37945.96447,13856.3,43618.10122
2021/2/4,36938.03487,13777.74,42403.5437
2021/2/3,37551.93435,13610.54,41521.43291
2021/2/2,35507.12771,13612.78,40427.92287
2021/2/1,33513.4412,13403.4,39170.74439
2021/1/31,33136.13947,13292.49667,38073.54349
2021/1/30,34333.10794,13181.59333,37393.4643
2021/1/29,34241.18685,13070.69,36820.32295
2021/1/28,33117.57284,13337.16,36147.09565
2021/1/27,30305.34378,13270.6,35084.95895
2021/1/26,32577.7687,13626.06,34629.10618
2021/1/25,32272.78384,13635.99,34200.68393
2021/1/24,32261.74435,13605.01333,33848.14946
2021/1/23,32045.83959,13574.03667,33520.45676
2021/1/22,32836.13558,13543.06,33396.03473
2021/1/21,30892.80236,13530.92,32940.90157
2021/1/20,35636.11099,13457.25,33430.93965
2021/1/19,36177.48749,13197.18,33930.31198
2021/1/18,36714.8432,13147.51,34436.59038
2021/1/17,35786.41703,13097.84,34682.01341
2021/1/16,36178.18021,13048.17,34954.04374
2021/1/15,36678.9504,12998.5,35267.66313
2021/1/14,39304.68621,13112.64,36001.66733
2021/1/13,37359.33216,13128.95,36248.51548
2021/1/12,33949.39683,13072.43,35830.49391
2021/1/11,35569.7227,13036.43,35783.08096
2021/1/10,38299.0196,13091.61333,36240.52435
2021/1/9,40129.0005,13146.79667,36947.52001
2021/1/8,40703.29054,13201.98,37630.38738
2021/1/7,39493.12851,13067.48,37969.06759
2021/1/6,36904.21825,12740.79,37775.45862
2021/1/5,33965.16042,12818.96,37082.67713
2021/1/4,31973.83215,12698.45,36153.79622
2021/1/3,32877.60728,12745.9075,35558.1255
2021/1/2,32093.26496,12793.365,34928.15086
2021/1/1,29300.19094,12840.8225,33904.88542
2020/12/31,28977.96182,12888.28,33009.08113
2020/12/30,28810.02049,12870,32245.61556
2020/12/29,27392.54055,12850.22,31363.23828
2020/12/28,27147.36675,12899.42,30596.71619
2020/12/27,26326.48184,12875.7475,29820.30994
2020/12/26,26446.97357,12852.075,29206.97606
2020/12/25,24652.03652,12828.4025,28378.80523
2020/12/24,23733.03049,12804.73,27534.11891
2020/12/23,23261.7852,12771.11,26757.33097
2020/12/22,23801.64017,12807.92,26219.93264
2020/12/21,22882.15792,12742.52,25613.06451
2020/12/20,23516.40283,12746.89333,25231.85329
2020/12/19,23844.56807,12751.26667,24979.61962
2020/12/18,23113.99259,12755.64,24640.4147
2020/12/17,22823.45909,12764.75,24310.05914
2020/12/16,21367.09631,12658.19,23774.97499
2020/12/15,19434.07031,12595.06,22985.71959
2020/12/14,19270.74681,12440.04,22310.26999
2020/12/13,19169.33845,12419.31667,21739.19153
2020/12/12,18804.79471,12398.59333,21205.66484
2020/12/11,18062.11899,12377.87,20634.11105
2020/12/10,18261.87845,12405.81,20202.79603
2020/12/9,18569.9877,12338.95,19905.92179
2020/12/8,18325.0542,12582.77,19618.49132
2020/12/7,19190.03778,12519.95,19540.59067
2020/12/6,19336.69255,12501.37667,19503.51829
2020/12/5,19127.65682,12482.80333,19435.17984
2020/12/4,18737.19266,12464.23,19308.27308
2020/12/3,19427.95496,12377.18,19330.03342
2020/12/2,19201.27613,12349.37,19306.623
2020/12/1,18855.04374,12355.11,19224.51768
2020/11/30,19721.87473,12198.74,19314.94624
2020/11/29,18162.12347,12201.11,19105.3421
2020/11/28,17707.71579,12203.48,18851.22822
2020/11/27,17076.84202,12205.85,18528.61255
2020/11/26,17072.81034,12150.125,18263.92124
2020/11/25,18770.2021,12094.4,18355.97231
2020/11/24,19121.51141,12036.79,18495.16123
2020/11/23,18374.45258,11880.63,18473.21421
2020/11/22,18413.52697,11872.07667,18462.36198
2020/11/21,18709.05738,11863.52333,18507.21569
2020/11/20,18641.28503,11854.97,18531.59193
2020/11/19,17806.27692,11904.71,18399.71648
2020/11/18,17827.83915,11801.6,18295.73878
2020/11/17,17683.75928,11899.34,18184.46978
2020/11/16,16725.11073,11924.13,17919.13177
2020/11/15,15961.34579,11892.51667,17563.17068
2020/11/14,16083.58805,11860.90333,17294.15566
2020/11/13,16316.13726,11829.29,17116.33413
2020/11/12,16279.27054,11709.59,16964.14075
2020/11/11,15687.48025,11786.43,16732.02066
2020/11/10,15280.16349,11553.86,16468.04663
2020/11/9,15326.15685,11713.78,16260.43031
2020/11/8,15499.08129,11774.26333,16122.00321
2020/11/7,14821.98325,11834.74667,15885.63595
2020/11/6,15547.05255,11895.23,15824.07533
2020/11/5,15558.52541,11890.93,15775.79353
2020/11/4,14132.96094,11590.78,15477.09669
2020/11/3,13973.24888,11160.57,15203.66982
2020/11/2,13576.96848,10957.61,14907.90594
2020/11/1,13735.00686,10942.27,14694.65156
2020/10/31,13795.52655,10926.93,14531.17429
2020/10/30,13568.83725,10911.59,14356.20392
2020/10/29,13443.53152,11185.59,14190.26348
2020/10/28,13275.48126,11004.87,14023.93944
2020/10/27,13651.54051,11431.35,13956.23054
2020/10/26,13065.53603,11358.94,13794.28609
2020/10/25,13020.81172,11422.05333,13653.65438
2020/10/24,13117.17473,11485.16667,13556.11263
2020/10/23,12929.02218,11548.28,13442.09618
2020/10/22,12958.53719,11506.01,13354.17637
2020/10/21,12808.79595,11484.69,13255.01629
2020/10/20,11910.24211,11516.49,13010.51189
2020/10/19,11748.37678,11478.88,12781.03278
2020/10/18,11490.01581,11543.10667,12546.30242
2020/10/17,11368.48474,11607.33333,12332.15375
2020/10/16,11312.66278,11671.56,12146.79176
2020/10/15,11492.6159,11713.87,12027.85069
2020/10/14,11426.36748,11768.73,11918.49011
2020/10/13,11423.48002,11863.9,11828.48827
2020/10/12,11544.13764,11876.26,11776.78816
2020/10/11,11376.43511,11777.48667,11703.9967
2020/10/10,11294.99419,11678.71333,11629.6326
2020/10/9,11066.19087,11579.94,11527.18865
2020/10/8,10898.55184,11420.98,11412.89105
2020/10/7,10665.25226,11364.6,11276.95672
2020/10/6,10604.44685,11154.6,11154.6822
2020/10/5,10784.67082,11332.49,11087.40741
2020/10/4,10665.69855,11246.66667,11010.73307
2020/10/3,10541.32189,11160.84333,10925.38558
2020/10/2,10566.49438,11075.02,10860.13264
2020/10/1,10614.30333,11326.51,10815.4364
2020/9/30,10766.81409,11167.51,10806.59598
2020/9/29,10839.96268,11085.25,10812.66265
2020/9/28,10702.47283,11117.53,10792.62814
2020/9/27,10766.52245,11049.54,10787.88165
2020/9/26,10739.74258,10981.55,10779.12909
2020/9/25,10683.39523,10913.56,10761.72293
2020/9/24,10731.5324,10672.27,10756.23375
2020/9/23,10231.05131,10632.99,10660.74603
2020/9/22,10531.35154,10963.64,10637.21976
2020/9/21,10427.87773,10778.8,10599.15757
2020/9/20,10914.68741,10783.62667,10656.52663
2020/9/19,11076.85089,10788.45333,10732.94923
2020/9/18,10916.97092,10793.28,10766.40772
2020/9/17,10934.41967,10910.28,10796.95534
2020/9/16,10946.92123,11050.47,10824.22187
2020/9/15,10782.9998,11190.32,10816.72695
2020/9/14,10665.11372,11056.65,10789.16091
2020/9/13,10315.66641,10988.94667,10703.071
2020/9/12,10438.37739,10921.24333,10654.94489
2020/9/11,10374.77815,10853.54,10604.00548
2020/9/10,10334.63865,10919.59,10555.02969
2020/9/9,10214.15437,11141.56,10493.05236
2020/9/8,10112.20637,10847.69,10423.80764
2020/9/7,10356.44438,10964.05,10411.55977
2020/9/6,10257.22974,11080.41,10383.49977
2020/9/5,10129.78665,11196.77,10337.37011
2020/9/4,10473.51945,11313.13,10362.12453
2020/9/3,10215.66996,11458.1,10335.49643
2020/9/2,11399.14897,12056.44,10528.8878
2020/9/1,11921.75492,11939.67,10782.13637
2020/8/31,11655.9987,11775.46,10941.02043
2020/8/30,11697.79437,11748.85,11078.61569
2020/8/29,11485.10157,11722.24,11152.52221
2020/8/28,11496.83022,11695.63,11215.12367
2020/8/27,11311.2402,11625.34,11232.5994
2020/8/26,11463.56797,11665.06,11274.59369
2020/8/25,11361.55482,11466.47,11290.4048
2020/8/24,11763.76171,11379.72,11376.46969
2020/8/23,11653.40729,11357.08,11426.82198
2020/8/22,11681.15793,11334.44,11473.06488
2020/8/21,11530.91923,11311.8,11483.58386
2020/8/20,11866.59519,11264.95,11553.22228
2020/8/19,11732.40557,11146.46,11585.80106
2020/8/18,11961.9946,11210.84,11654.19989
2020/8/17,12285.93663,11129.73,11769.06111
2020/8/16,11892.68092,11092.92,11791.53744
2020/8/15,11865.38305,11056.11,11804.96392
2020/8/14,11742.87637,11019.3,11793.67527
2020/8/13,11763.00914,11042.5,11788.09961
2020/8/12,11576.81427,11012.24,11749.68409
2020/8/11,11395.40582,10782.82,11685.26986
2020/8/10,11867.86649,10968.36,11718.46925
2020/8/9,11648.08317,10982.56667,11705.67178
2020/8/8,11728.58523,10996.77333,11709.83786
2020/8/7,11583.15927,11010.98,11686.80539
2020/8/6,11780.28537,11108.07,11703.80175
2020/8/5,11732.92795,10998.4,11709.09742
2020/8/4,11194.55461,10941.17,11615.54418
2020/8/3,11246.25548,10902.8,11548.40078
2020/8/2,11073.60766,10850.29,11462.07476
2020/8/1,11800.38987,10797.78,11523.5866
2020/7/31,11334.58547,10745.27,11489.22276
2020/7/30,11109.23106,10587.81,11420.13336
2020/7/29,11073.29788,10542.94,11357.07236
2020/7/28,10895.73396,10402.09,11273.19265
2020/7/27,10996.5366,10536.27,11222.89155
2020/7/26,9917.359474,10478.57333,10985.52208
2020/7/25,9686.120716,10420.87667,10749.26729
2020/7/24,9545.046629,10363.18,10530.31808
2020/7/23,9592.963304,10461.42,10359.88994
2020/7/22,9518.901022,10706.13,10206.98286
2020/7/21,9385.174346,10680.36,10057.56313
2020/7/20,9164.069789,10767.09,9895.109797
2020/7/19,9207.816996,10679.12333,9770.147469
2020/7/18,9170.802681,10591.15667,9661.17569
2020/7/17,9155.773355,10503.19,9569.284356
2020/7/16,9137.239203,10473.83,9490.730692
2020/7/15,9206.764838,10550.49,9439.100537
2020/7/14,9254.204474,10488.58,9405.483071
2020/7/13,9247.107825,10390.84,9376.687571
2020/7/12,9286.726085,10466.37333,9360.330938
2020/7/11,9231.3201,10541.90667,9336.874422
2020/7/10,9278.447734,10617.44,9326.251388
2020/7/9,9240.366176,10547.75,9310.635895
2020/7/8,9420.350155,10492.5,9330.583942
2020/7/7,9252.35518,10343.89,9316.360531
2020/7/6,9342.540316,10433.65,9321.120492
2020/7/5,9072.772592,10377.145,9275.966328
2020/7/4,9127.518467,10320.64,9248.975808
2020/7/3,9065.577985,10264.135,9215.630749
2020/7/2,9084.054479,10207.63,9191.707791
2020/7/1,9225.668161,10154.63,9197.882404
2020/6/30,9145.560607,10058.77,9188.36935
2020/6/29,9180.159026,9874.15,9186.876564
2020/6/28,9118.117533,9835.173333,9174.374922
2020/6/27,9014.224272,9796.196667,9145.256622
2020/6/26,9165.503578,9757.22,9148.937887
2020/6/25,9254.748296,10017,9168.176143
2020/6/24,9289.303605,9909.17,9190.199318
2020/6/23,9614.943606,10131.37,9267.425552
2020/6/22,9685.845287,10056.47,9343.501867
2020/6/21,9289.8938,10019.68667,9333.754946
2020/6/20,9348.977142,9982.903333,9336.522618
2020/6/19,9305.901805,9946.12,9330.955198
2020/6/18,9401.552893,9943.05,9343.791142
2020/6/17,9463.405493,9910.53,9365.539206
2020/6/16,9520.484681,9895.87,9393.71111
2020/6/15,9421.65218,9726.02,9398.791305
2020/6/14,9352.845602,9680.283333,9390.437541
2020/6/13,9463.820529,9634.546667,9403.779902
2020/6/12,9460.375485,9588.81,9414.070008
2020/6/11,9314.37816,9492.73,9395.944218
2020/6/10,9864.561413,10020.35,9481.147344
2020/6/9,9769.869088,9953.75,9533.642207
2020/6/8,9773.301577,9924.75,9577.216638
2020/6/7,9742.573822,9887.86,9607.28158
2020/6/6,9662.323105,9850.97,9617.28913
2020/6/5,9641.917175,9814.08,9621.766956
2020/6/4,9803.990306,9615.81,9654.898475
2020/6/3,9652.629014,9682.91,9654.485845
2020/6/2,9538.727853,9608.38,9633.438938
2020/6/1,10177.77035,9552.05,9732.408285
2020/5/31,9449.860914,9531.323333,9681.036036
2020/5/30,9693.552427,9510.596667,9683.311743
2020/5/29,9418.13384,9489.87,9635.097579
2020/5/28,9536.159369,9368.99,9617.108814
2020/5/27,9165.144674,9412.36,9534.933516
2020/5/26,8850.3542,9340.22,9410.464549
2020/5/25,8897.213209,9336.3125,9317.146124
2020/5/24,8791.793685,9332.405,9221.627498
2020/5/23,9180.527997,9328.4975,9214.154862
2020/5/22,9160.70542,9324.59,9204.436781
2020/5/21,9073.693079,9284.88,9180.665199
2020/5/20,9524.434064,9375.78,9243.168629
2020/5/19,9761.178765,9185.1,9337.35229
2020/5/18,9733.739137,9234.83,9409.422626
2020/5/17,9667.578397,9161.406667,9456.360039
2020/5/16,9380.484219,9087.983333,9442.564435
2020/5/15,9293.972171,9014.56,9415.54766
2020/5/14,9772.561576,8943.72,9480.459281
2020/5/13,9302.896541,8863.17,9448.175147
2020/5/12,8792.063768,9002.55,9328.882169
2020/5/11,8593.856494,9192.34,9195.241137
2020/5/10,8745.152545,9168.666667,9113.406847
2020/5/9,9570.005988,9144.993333,9196.424873
2020/5/8,9822.885629,9121.32,9310.326829
2020/5/7,9968.105282,8979.66,9429.922911
2020/5/6,9198.252701,8854.39,9387.801055
2020/5/5,8967.997704,8809.12,9311.473173
2020/5/4,8883.306781,8710.72,9233.624738
2020/5/3,8894.362675,8675.463333,9171.940726
2020/5/2,8974.922892,8640.206667,9136.119302
2020/5/1,8832.981251,8604.95,9081.003293
2020/4/30,8607.329832,8889.55,8994.880845
2020/4/29,8759.78919,8914.71,8952.136908
2020/4/28,7754.222426,8607.73,8734.334275
2020/4/27,7766.689761,8730.16,8558.398909
2020/4/26,7665.828318,8698.28,8396.113347
2020/4/25,7535.263897,8666.4,8239.595265
2020/4/24,7497.353393,8634.52,8104.642197
2020/4/23,7464.891127,8494.75,7988.323821
2020/4/22,7106.551177,8495.38,7828.001522
2020/4/21,6851.005362,8263.23,7650.365857
2020/4/20,6856.785953,8560.73,7506.078601
2020/4/19,7133.148679,8590.533333,7438.273161
2020/4/18,7233.157423,8620.336667,7400.97939
2020/4/17,7034.540358,8650.14,7334.354112
2020/4/16,7088.799492,8532.36,7289.707817
2020/4/15,6637.791816,8393.18,7171.177635
2020/4/14,6856.179094,8515.74,7113.905173
2020/4/13,6837.42254,8192.43,7063.635604
2020/4/12,6977.230636,8182.7175,7047.925609
2020/4/11,6869.586552,8173.005,7015.500326
2020/4/10,6859.833737,8163.2925,6987.19731
2020/4/9,7293.58436,8153.58,7042.904046
2020/4/8,7352.328771,8090.9,7099.163087
2020/4/7,7198.770192,7887.26,7117.27347
2020/4/6,7279.161792,7913.24,7146.70771
2020/4/5,6789.732165,7733.186667,7081.803066
2020/4/4,6847.730055,7553.133333,7039.244336
2020/4/3,6733.747735,7373.08,6983.6995
2020/4/2,6807.465142,7487.31,6951.656889
2020/4/1,6598.287015,7360.58,6887.407821
2020/3/31,6431.262413,7700.1,6804.472292
2020/3/30,6424.078447,7774.15,6735.309775
2020/3/29,5917.297073,7683.56,6586.580193
2020/3/28,6239.838832,7592.97,6523.536309
2020/3/27,6377.749564,7502.38,6497.029628
2020/3/26,6736.291779,7797.54,6540.531837
2020/3/25,6681.336594,7384.3,6566.132702
2020/3/24,6736.044984,7417.86,6597.025844
2020/3/23,6467.459038,6860.67,6573.468243
2020/3/22,5843.158786,6866.953333,6440.684706
2020/3/21,6149.798351,6873.236667,6387.796277
2020/3/20,6192.309975,6879.52,6352.253313
2020/3/19,6160.004718,7150.58,6317.299023
2020/3/18,5365.581534,6989.84,6144.25948
2020/3/17,5362.320407,7334.78,6002.088739
2020/3/16,5022.578106,6904.59,5823.995897
2020/3/15,5381.745247,7228.02,5743.586688
2020/3/14,5212.979298,7551.45,5647.112617
2020/3/13,5518.647281,7874.88,5623.755283
2020/3/12,4724.392684,7201.8,5460.234811
2020/3/11,7931.347543,7952.05,5909.528035
2020/3/10,7900.821326,8344.25,6271.58136
2020/3/9,7915.672115,7950.68,6570.506952
2020/3/8,8042.736084,8158.993333,6838.184976
2020/3/7,8898.942078,8367.306667,7212.868086
2020/3/6,9129.266628,8575.62,7561.304184
2020/3/5,9051.139212,8738.6,7832.18328
2020/3/4,8749.500222,9018.09,7998.968179
2020/3/3,8772.476037,8684.09,8139.605971
2020/3/2,8900.06855,8952.17,8277.871895
2020/3/1,8557.504358,8823.903333,8328.714161
2020/2/29,8569.467785,8695.636667,8372.487547
2020/2/28,8731.610771,8567.37,8437.782679
2020/2/27,8775.595016,8566.48,8499.203104
2020/2/26,8829.543593,8980.77,8559.265011
2020/2/25,9358.38862,8965.61,8704.560212
2020/2/24,9664.370232,9221.28,8879.071125
2020/2/23,9923.65932,9339.716667,9068.996251
2020/2/22,9667.521623,9458.153333,9177.819046
2020/2/21,9683.453206,9576.59,9269.75253
2020/2/20,9612.392632,9750.97,9332.05073
2020/2/19,9621.766806,9817.18,9384.72638
2020/2/18,10144.8965,9732.74,9522.939129
2020/2/17,9711.996028,9732.35,9557.313111
2020/2/16,9969.23568,9731.96,9632.208124
2020/2/15,9903.077897,9731.57,9681.457173
2020/2/14,10327.51233,9731.18,9798.921747
2020/2/13,10225.41526,9711.97,9876.466022
2020/2/12,10327.55459,9725.96,9958.482125
2020/2/11,10229.7009,9638.94,10007.79463
2020/2/10,9869.436912,9628.39,9982.638681
2020/2/9,10128.75028,9592.43,10009.20443
2020/2/8,9899.911944,9556.47,9989.333066
2020/2/7,9820.295542,9520.51,9958.598971
2020/2/6,9754.078412,9572.15,9921.413415
2020/2/5,9602.309743,9508.68,9863.394565
2020/2/4,9187.070016,9467.97,9740.426465
2020/2/3,9302.362658,9273.4,9660.7785
2020/2/2,9339.574889,9232.58,9602.377844
2020/2/1,9386.105652,9191.76,9563.055627
2020/1/31,9336.132885,9150.94,9521.796947
2020/1/30,9503.268,9298.93,9518.428047
2020/1/29,9304.918064,9275.16,9479.60805
2020/1/28,9334.836393,9269.68,9453.285931
2020/1/27,8895.603628,9139.31,9351.889148
2020/1/26,8591.002876,9197.843333,9213.54619
2020/1/25,8366.208771,9256.376667,9059.484841
2020/1/24,8440.287026,9314.91,8946.90342
2020/1/23,8391.607957,9402.48,8845.940609
2020/1/22,8672.801079,9383.77,8814.460694
2020/1/21,8747.38185,9370.81,8802.264541
2020/1/20,8639.19622,9375.3425,8772.615755
2020/1/19,8697.342225,9379.875,8758.929659
2020/1/18,8929.544857,9384.4075,8789.950604
2020/1/17,8921.648281,9388.94,8813.895636
2020/1/16,8722.037088,9357.13,8797.194082
2020/1/15,8807.632434,9258.7,8799.091964
2020/1/14,8838.564862,9251.33,8806.268855
2020/1/13,8116.96951,9273.93,8680.941701
2020/1/12,8164.590608,9242.24,8587.059684
2020/1/11,8024.791559,9210.55,8484.829116
2020/1/10,8160.413567,9178.86,8425.844471
2020/1/9,7829.06324,9203.43,8317.338792
2020/1/8,8055.759827,9129.24,8269.77898
2020/1/7,8155.216395,9068.58,8248.949419
2020/1/6,7764.21795,9071.47,8160.816425
2020/1/5,7352.362745,9054.57,8013.824847
2020/1/4,7358.491964,9037.67,7894.673414
2020/1/3,7317.184074,9020.77,7789.675352
2020/1/2,6968.274896,9092.19,7640.329814
2020/1/1,7213.918462,9032.395,7562.800478
2019/12/31,7202.624251,8972.6,7497.313891
2019/12/30,7245.988923,8945.99,7451.618442
2019/12/29,7386.37606,8966.2,7439.756191
2019/12/28,7312.04457,8986.41,7416.535896
2019/12/27,7246.422425,9006.62,7385.606174
2019/12/26,7211.341194,9022.39,7353.921632
2019/12/25,7205.380688,8987.635,7326.914188
2019/12/24,7240.620333,8952.88,7311.224396
2019/12/23,7329.609334,8945.65,7314.567112
2019/12/22,7482.961456,8938.753333,7345.184266
2019/12/21,7138.888884,8931.856667,7307.676014
2019/12/20,7185.155244,8924.96,7285.399511
2019/12/19,7150.376098,8887.22,7260.849799
2019/12/18,7275.754884,8827.73,7263.559815
2019/12/17,6624.129258,8823.36,7147.299713
2019/12/16,6902.888388,8814.23,7102.861291
2019/12/15,7120.922418,8787.78,7106.145132
2019/12/14,7078.955219,8761.33,7101.201511
2019/12/13,7255.126877,8734.88,7129.187942
2019/12/12,7202.460793,8717.32,7142.510278
2019/12/11,7199.716155,8654.05,7152.911347
2019/12/10,7233.814525,8616.18,7167.621015
2019/12/9,7350.418118,8621.83,7200.856852
2019/12/8,7516.676668,8633.396667,7258.278637
2019/12/7,7496.125958,8644.963333,7301.523604
2019/12/6,7532.610987,8656.53,7343.539492
2019/12/5,7386.510063,8570.7,7351.352323
2019/12/4,7216.456163,8566.67,7326.825749
2019/12/3,7300.208311,8520.64,7321.986215
2019/12/2,7315.108657,8567.99,7320.73575
2019/12/1,7417.184162,8600.483333,7338.271825
2019/11/30,7548.613483,8632.976667,7376.515762
2019/11/29,7740.415549,8665.47,7442.67936
2019/11/28,7442.795358,8685.325,7442.700451
2019/11/27,7502.033156,8705.18,7453.488215
2019/11/26,7169.264738,8647.93,7401.811219
2019/11/25,7133.946458,8632.49,7353.108535
2019/11/24,6932.313157,8594.956667,7276.600285
2019/11/23,7316.797515,8557.423333,7283.908872
2019/11/22,7290.351828,8519.89,7285.080319
2019/11/21,7631.016803,8506.21,7347.977861
2019/11/20,8097.187492,8526.73,7484.197794
2019/11/19,8134.76958,8570.66,7602.483573
2019/11/18,8211.789693,8549.94,7713.266504
2019/11/17,8503.049435,8546.903333,7856.863401
2019/11/16,8497.411045,8543.866667,7973.326609
2019/11/15,8474.539002,8540.83,8064.456135
2019/11/14,8662.422431,8479.02,8173.17728
2019/11/13,8785.801623,8482.1,8284.563524
2019/11/12,8801.603779,8486.09,8378.570843
2019/11/11,8732.154123,8464.28,8442.858712
2019/11/10,9043.004449,8467.956667,8551.976119
2019/11/9,8818.432264,8471.633333,8600.422691
2019/11/8,8791.640946,8475.31,8635.189646
2019/11/7,9219.011987,8434.52,8741.339163
2019/11/6,9329.520807,8410.63,8848.28128
2019/11/5,9311.283797,8434.68,8932.463556
2019/11/4,9389.905541,8433.2,9015.634826
2019/11/3,9205.743201,8417.6,9050.199985
2019/11/2,9290.257019,8402,9093.846718
2019/11/1,9225.753942,8386.4,9117.82985
2019/10/31,9154.923648,8292.36,9124.574177
2019/10/30,9162.391745,8303.98,9131.450098
