Date,Close,Google_trends,Decred - Tweets
2022/12/31,16538.3479,19.93548387,77382
2022/12/30,16603.75195,19.87096774,97462
2022/12/29,16641.44486,19.80645161,96225
2022/12/28,16549.98327,19.74193548,107117
2022/12/27,16706.45971,19.67741935,85632
2022/12/26,16908.94843,19.61290323,98656
2022/12/25,16829.9184,19.5483871,86375
2022/12/24,16833.8821,19.48387097,84020
2022/12/23,16780.46368,19.41935484,110257
2022/12/22,16822.06214,19.35483871,88226
2022/12/21,16806.4165,19.29032258,88992
2022/12/20,16902.54219,19.22580645,90756
2022/12/19,16424.79671,19.16129032,100038
2022/12/18,16750.76581,19.09677419,81518
2022/12/17,16785.8923,19.03225806,89303
2022/12/16,16608.4932,18.96774194,108929
2022/12/15,17339.45827,18.90322581,111475
2022/12/14,17799.16897,18.83870968,123880
2022/12/13,17766.35055,18.77419355,104973
2022/12/12,17220.81454,18.70967742,107250
2022/12/11,17091.91654,18.64516129,95331
2022/12/10,17114.34059,18.58064516,83624
2022/12/9,17123.38673,18.51612903,96787
2022/12/8,17254.8416,18.4516129,104067
2022/12/7,16838.04747,18.38709677,105786
2022/12/6,17088.37612,18.32258065,120551
2022/12/5,16959.33606,18.25806452,112551
2022/12/4,17130.16533,18.19354839,89870
2022/12/3,16903.72363,18.12903226,83177
2022/12/2,17088.4265,18.06451613,93412
2022/12/1,16956.1893,18,113755
2022/11/30,17188.63468,18.26666667,133079
2022/11/29,16436.1924,18.53333333,100130
2022/11/28,16212.40325,18.8,107897
2022/11/27,16432.36462,19.06666667,169345
2022/11/26,16461.19452,19.33333333,120721
2022/11/25,16511.91128,19.6,145579
2022/11/24,16597.7313,19.86666667,131430
2022/11/23,16615.2292,20.13333333,132170
2022/11/22,16174.9574,20.4,139292
2022/11/21,15779.9717,20.66666667,156187
2022/11/20,16291.4477,20.93333333,128270
2022/11/19,16715.83859,21.2,127777
2022/11/18,16711.14178,21.46666667,129206
2022/11/17,16690.88953,21.73333333,201128
2022/11/16,16673.50771,22,118527
2022/11/15,16894.9265,22.26666667,126661
2022/11/14,16630.63746,22.53333333,145064
2022/11/13,16349.9976,22.8,106990
2022/11/12,16802.1943,23.06666667,111941
2022/11/11,17104.1984,23.33333333,124161
2022/11/10,17590.41467,23.6,152541
2022/11/9,15789.34242,23.86666667,196136
2022/11/8,18528.52093,24.13333333,143108
2022/11/7,20591.7459,24.4,114921
2022/11/6,20913.0539,24.66666667,99840
2022/11/5,21281.5851,24.93333333,109155
2022/11/4,21156.078,25.2,121704
2022/11/3,20208.59651,25.46666667,108848
2022/11/2,20151.52308,25.73333333,117496
2022/11/1,20481.5549,26,117865
2022/10/31,20504.46023,25.70967742,130807
2022/10/30,20621.7479,25.41935484,93623
2022/10/29,20811.98837,25.12903226,96943
2022/10/28,20608.2579,24.83870968,101452
2022/10/27,20283.97975,24.5483871,122551
2022/10/26,20754.02397,24.25806452,445
2022/10/25,20110.87556,23.96774194,156531
2022/10/24,19335.3937,23.67741935,101951
2022/10/23,19548.7249,23.38709677,105347
2022/10/22,19202.85297,23.09677419,98768
2022/10/21,19166.3286,22.80645161,104532
2022/10/20,19042.9309,22.51612903,105699
2022/10/19,19124.9892,22.22580645,108343
2022/10/18,19351.0697,21.93548387,111263
2022/10/17,19558.1117,21.64516129,116159
2022/10/16,19259.62065,21.35483871,105755
2022/10/15,19054.8847,21.06451613,105449
2022/10/14,19191.0274,20.77419355,110540
2022/10/13,19380.6893,20.48387097,128680
2022/10/12,19157.97735,20.19354839,112252
2022/10/11,19045.5416,19.90322581,111814
2022/10/10,19135.37402,19.61290323,118872
2022/10/9,19436.3351,19.32258065,96752
2022/10/8,19401.0105,19.03225806,92336
2022/10/7,19533.02825,18.74193548,102523
2022/10/6,19948.2219,18.4516129,107362
2022/10/5,20168.6041,18.16129032,110730
2022/10/4,20339.726,17.87096774,126937
2022/10/3,19610.3879,17.58064516,110767
2022/10/2,19035.34988,17.29032258,91981
2022/10/1,19305.1719,17,90812
2022/9/30,19449.60774,17.13333333,122873
2022/9/29,19593.33746,17.26666667,125181
2022/9/28,19399.48878,17.4,121853
2022/9/27,19098.47982,17.53333333,129870
2022/9/26,19238.7536,17.66666667,124507
2022/9/25,18814.0516,17.8,99191
2022/9/24,18931.73411,17.93333333,100957
2022/9/23,19245.96942,18.06666667,107393
2022/9/22,19429.13269,18.2,124415
2022/9/21,18501.82049,18.33333333,151590
2022/9/20,18873.2005,18.46666667,128782
2022/9/19,19576.6372,18.6,117690
2022/9/18,19393.59391,18.73333333,93136
2022/9/17,20123.64055,18.86666667,89938
2022/9/16,19756.26819,19,94594
2022/9/15,19662.3883,19.13333333,97392
2022/9/14,20251.71983,19.26666667,104602
2022/9/13,20172.39246,19.4,132658
2022/9/12,22387.93863,19.53333333,123710
2022/9/11,21789.45241,19.66666667,98651
2022/9/10,21661.704,19.8,103559
2022/9/9,21370.64087,19.93333333,122983
2022/9/8,19318.4204,20.06666667,115472
2022/9/7,19275.30356,20.2,120149
2022/9/6,18812.06104,20.33333333,111495
2022/9/5,19808.09596,20.46666667,99478
2022/9/4,19975.3081,20.6,83846
2022/9/3,19834.79562,20.73333333,87621
2022/9/2,19927.5466,20.86666667,104870
2022/9/1,20145.5884,21,103669
2022/8/31,20046.9471,21.03225806,111395
2022/8/30,19768.0653,21.06451613,102764
2022/8/29,20280.87118,21.09677419,115810
2022/8/28,19606.7351,21.12903226,99479
2022/8/27,20050.5705,21.16129032,100340
2022/8/26,20215.51485,21.19354839,108883
2022/8/25,21591.28483,21.22580645,108145
2022/8/24,21378.10481,21.25806452,118005
2022/8/23,21516.13082,21.29032258,116940
2022/8/22,21418.635,21.32258065,122386
2022/8/21,21515.70635,21.35483871,99167
2022/8/20,21163.4085,21.38709677,108997
2022/8/19,20840.72427,21.41935484,132626
2022/8/18,23206.1852,21.4516129,101200
2022/8/17,23311.75915,21.48387097,134282
2022/8/16,23889.74606,21.51612903,128725
2022/8/15,24146.6057,21.5483871,123834
2022/8/14,24323.00217,21.58064516,105992
2022/8/13,24427.97318,21.61290323,97319
2022/8/12,24395.938,21.64516129,152281
2022/8/11,23928.9778,21.67741935,150601
2022/8/10,23940.2045,21.70967742,126500
2022/8/9,23158.6991,21.74193548,116106
2022/8/8,23792.955,21.77419355,130487
2022/8/7,23170.70242,21.80645161,100038
2022/8/6,22938.3603,21.83870968,97751
2022/8/5,23225.78975,21.87096774,113397
2022/8/4,22635.52,21.90322581,106506
2022/8/3,22812.3048,21.93548387,115306
2022/8/2,22963.82554,21.96774194,113295
2022/8/1,23311.59284,22,122241
2022/7/31,23314.4296,22.32258065,130837
2022/7/30,23642.24323,22.64516129,114699
2022/7/29,23746.2734,22.96774194,116986
2022/7/28,23847.01344,23.29032258,127418
2022/7/27,22943.12042,23.61290323,113900
2022/7/26,21206.71524,23.93548387,116187
2022/7/25,21340.4673,24.25806452,111431
2022/7/24,22600.78471,24.58064516,96410
2022/7/23,22471.3157,24.90322581,121141
2022/7/22,22701.085,25.22580645,129257
2022/7/21,23180.0875,25.5483871,161933
2022/7/20,23244.5742,25.87096774,164476
2022/7/19,23407.3451,26.19354839,166338
2022/7/18,22440.03658,26.51612903,162147
2022/7/17,20769.40226,26.83870968,110126
2022/7/16,21192.11367,27.16129032,105801
2022/7/15,20831.31137,27.48387097,103145
2022/7/14,20587.5358,27.80645161,116890
2022/7/13,20187.1528,28.12903226,114287
2022/7/12,19313.26076,28.4516129,107710
2022/7/11,19992.29457,28.77419355,119029
2022/7/10,20857.65584,29.09677419,104166
2022/7/9,21592.74175,29.41935484,107656
2022/7/8,21801.08221,29.74193548,120842
2022/7/7,21647.16593,30.06451613,145646
2022/7/6,20557.53555,30.38709677,125527
2022/7/5,20185.96233,30.70967742,130932
2022/7/4,20255.6454,31.03225806,111257
2022/7/3,19310.0755,31.35483871,108361
2022/7/2,19246.50949,31.67741935,122785
2022/7/1,19336.10444,32,143053
2022/6/30,19816.74636,32.3,147364
2022/6/29,20101.12,32.6,133115
2022/6/28,20293.4508,32.9,139768
2022/6/27,20732.9834,33.2,154658
2022/6/26,21029.2163,33.5,118914
2022/6/25,21499.97104,33.8,128224
2022/6/24,21279.53233,34.1,124250
2022/6/23,21075.1688,34.4,128157
2022/6/22,19976.05359,34.7,132512
2022/6/21,20739.94339,35,144041
2022/6/20,20672.8011,35.3,162743
2022/6/19,20554.9027,35.6,177172
2022/6/18,19007.5031,35.9,209849
2022/6/17,20468.2145,36.2,132098
2022/6/16,20383.6889,36.5,152572
2022/6/15,22490.59073,36.8,168679
2022/6/14,22209.515,37.1,177975
2022/6/13,22509.0994,37.4,226032
2022/6/12,26704.72936,37.7,120204
2022/6/11,28399.9749,38,116548
2022/6/10,29082.53195,38.3,120200
2022/6/9,30111.70675,38.6,111562
2022/6/8,30204.54858,38.9,132658
2022/6/7,31193.0692,39.2,141948
2022/6/6,31367.4226,39.5,129536
2022/6/5,29909.21037,39.8,99970
2022/6/4,29840.07522,40.1,94923
2022/6/3,29717.55805,40.4,109165
2022/6/2,30441.46505,40.7,110093
2022/6/1,29789.42113,41,117717
2022/5/31,31852.83438,40.80645161,125285
2022/5/30,31720.0295,40.61290323,132114
2022/5/29,29445.7241,40.41935484,91398
2022/5/28,29047.06027,40.22580645,88240
2022/5/27,28606.47447,40.03225806,103966
2022/5/26,29353.61926,39.83870968,111074
2022/5/25,29557.53374,39.64516129,121921
2022/5/24,29674.1123,39.4516129,126751
2022/5/23,29114.08113,39.25806452,142432
2022/5/22,30366.04222,39.06451613,158680
2022/5/21,29449.98556,38.87096774,105572
2022/5/20,29234.03291,38.67741935,147520
2022/5/19,30376.33148,38.48387097,142912
2022/5/18,28760.1539,38.29032258,131845
2022/5/17,30452.62433,38.09677419,166609
2022/5/16,29880.54816,37.90322581,196060
2022/5/15,31333.76562,37.70967742,150626
2022/5/14,30123.7756,37.51612903,140872
2022/5/13,29250.004,37.32258065,173856
2022/5/12,29130.0386,37.12903226,203239
2022/5/11,28984.5358,36.93548387,184822
2022/5/10,31024.7033,36.74193548,205069
2022/5/9,30363.86562,36.5483871,238816
2022/5/8,33933.54281,36.35483871,172363
2022/5/7,35552.564,36.16129032,153072
2022/5/6,36033.0634,35.96774194,163500
2022/5/5,36568.7596,35.77419355,157763
2022/5/4,39699.03396,35.58064516,151707
2022/5/3,37732.29975,35.38709677,132370
2022/5/2,38503.90959,35.19354839,140078
2022/5/1,38467.094,35,140890
2022/4/30,37660.45292,34.6,119651
2022/4/29,38592.00442,34.2,146452
2022/4/28,39749.9386,33.8,161634
2022/4/27,39248.43928,33.4,167153
2022/4/26,38026.74626,33,157378
2022/4/25,40475.27521,32.6,187800
2022/4/24,39479.99697,32.2,129862
2022/4/23,39419.5301,31.8,138774
2022/4/22,39757.5541,31.4,206254
2022/4/21,40528.7777,31,244872
2022/4/20,41363.50366,30.6,196643
2022/4/19,41504.4185,30.2,166556
2022/4/18,40826.6711,29.8,157955
2022/4/17,39678.0001,29.4,120673
2022/4/16,40386.5108,29,108618
2022/4/15,40558.127,28.6,151715
2022/4/14,39909.71687,28.2,160735
2022/4/13,41160.0481,27.8,156392
2022/4/12,40169.21512,27.4,172805
2022/4/11,39456.93304,27,163866
2022/4/10,42242.7841,26.6,155906
2022/4/9,42788.71116,26.2,184632
2022/4/8,42283.4292,25.8,224374
2022/4/7,43480.17472,25.4,229396
2022/4/6,43138.51947,25,170628
2022/4/5,45573.53741,24.6,186859
2022/4/4,46605.60297,24.2,171339
2022/4/3,46430.69671,23.8,157596
2022/4/2,45845.95756,23.4,153775
2022/4/1,46231.00476,23,179037
2022/3/31,45540.82639,23.22580645,164113
2022/3/30,47100.45937,23.4516129,200360
2022/3/29,47498.66565,23.67741935,234380
2022/3/28,46888.22115,23.90322581,239616
2022/3/27,46842.71955,24.12903226,202928
2022/3/26,44533.21742,24.35483871,193514
2022/3/25,44365.18255,24.58064516,255709
2022/3/24,43948.89113,24.80645161,238723
2022/3/23,42925.97798,25.03225806,193049
2022/3/22,42376.74422,25.25806452,338732
2022/3/21,41051.83346,25.48387097,211908
2022/3/20,41252.05199,25.70967742,172926
2022/3/19,42166.22954,25.93548387,168467
2022/3/18,41767.09817,26.16129032,134534
2022/3/17,40958.22516,26.38709677,135071
2022/3/16,41147.27989,26.61290323,189924
2022/3/15,39302.01679,26.83870968,187310
2022/3/14,39599.02437,27.06451613,159575
2022/3/13,37824.35153,27.29032258,121519
2022/3/12,38875.98605,27.51612903,132194
2022/3/11,38770.04591,27.74193548,148462
2022/3/10,39461.35102,27.96774194,158285
2022/3/9,41955.06532,28.19354839,189906
2022/3/8,38724.82009,28.41935484,133210
2022/3/7,37991.87947,28.64516129,147188
2022/3/6,38385.18525,28.87096774,122650
2022/3/5,39409.21247,29.09677419,121698
2022/3/4,39120.0424,29.32258065,149694
2022/3/3,42450.88343,29.5483871,150098
2022/3/2,43938.47684,29.77419355,158660
2022/3/1,44359.8712,30,211023
2022/2/28,43181.1437,30.17857143,185466
2022/2/27,37714.48389,30.35714286,131521
2022/2/26,39033.5353,30.53571429,161648
2022/2/25,39219.47676,30.71428571,193110
2022/2/24,38296.16593,30.89285714,178626
2022/2/23,37287.48634,31.07142857,172708
2022/2/22,38302.8439,31.25,177978
2022/2/21,37003.15356,31.42857143,170678
2022/2/20,38464.8528,31.60714286,152590
2022/2/19,40112.55953,31.78571429,143867
2022/2/18,39976.23595,31.96428571,167864
2022/2/17,40491.0412,32.14285714,200939
2022/2/16,43997.7116,32.32142857,176011
2022/2/15,44602.5315,32.5,194553
2022/2/14,42594.9419,32.67857143,327624
2022/2/13,42235.5136,32.85714286,146416
2022/2/12,42126.3511,33.03571429,139913
2022/2/11,42377.6527,33.21428571,160947
2022/2/10,43524.37792,33.39285714,188566
2022/2/9,44283.9142,33.57142857,235034
2022/2/8,44082.39258,33.75,197654
2022/2/7,43905.99798,33.92857143,209960
2022/2/6,42388.07234,34.10714286,168851
2022/2/5,41360.0538,34.28571429,204640
2022/2/4,41653.56036,34.46428571,200217
2022/2/3,37027.78,34.64285714,143784
2022/2/2,36835.9015,34.82142857,166251
2022/2/1,38761.9683,35,188410
2022/1/31,38472.00624,35.25806452,179778
2022/1/30,37937.339,35.51612903,138478
2022/1/29,38131.8236,35.77419355,156568
2022/1/28,37784.7229,36.03225806,189813
2022/1/27,37201.84235,36.29032258,172294
2022/1/26,36775.5295,36.5483871,181781
2022/1/25,36948.63103,36.80645161,179311
2022/1/24,36705.9179,37.06451613,188870
2022/1/23,36231.1426,37.32258065,165450
2022/1/22,35015.93463,37.58064516,228883
2022/1/21,36400.668,37.83870968,213699
2022/1/20,40673.94412,38.09677419,166562
2022/1/19,41676.49878,38.35483871,154193
2022/1/18,42352.1359,38.61290323,154438
2022/1/17,42199.00911,38.87096774,137749
2022/1/16,43104.67713,39.12903226,124308
2022/1/15,43145.30763,39.38709677,119554
2022/1/14,43068.72658,39.64516129,139135
2022/1/13,42580.3303,39.90322581,155209
2022/1/12,43900.027,40.16129032,163623
2022/1/11,42674.2972,40.41935484,151517
2022/1/10,41786.2184,40.67741935,163362
2022/1/9,41880.90095,40.93548387,139164
2022/1/8,41752.93,41.19354839,146927
2022/1/7,41512.9242,41.4516129,179285
2022/1/6,43119.06386,41.70967742,174937
2022/1/5,43529.7281,41.96774194,149229
2022/1/4,45884.45966,42.22580645,152831
2022/1/3,46424.346,42.48387097,157281
2022/1/2,47313.6322,42.74193548,114214
2022/1/1,47544.4994,43,93876
2021/12/31,46304.94959,42.70967742,116434
2021/12/30,47161.0092,42.41935484,126646
2021/12/29,46408.30267,42.12903226,111906
2021/12/28,47637.8884,41.83870968,118350
