Date,Close,Google_trends,Decred - Tweets
2021/12/27,50650.17144,41.5483871,105198
2021/12/26,50799.97886,41.25806452,91493
2021/12/25,50629.98124,40.96774194,110526
2021/12/24,50771.9277,40.67741935,122898
2021/12/23,50795.70373,40.38709677,133215
2021/12/22,48648.50605,40.09677419,120983
2021/12/21,48938.9095,39.80645161,137590
2021/12/20,46878.42809,39.51612903,124159
2021/12/19,46686.4963,39.22580645,113612
2021/12/18,46871.01844,38.93548387,116620
2021/12/17,46305.32715,38.64516129,116145
2021/12/16,47709.1644,38.35483871,123918
2021/12/15,48787.2417,38.06451613,146865
2021/12/14,48395.29567,37.77419355,141026
2021/12/13,46745.6254,37.48387097,144296
2021/12/12,50116.99176,37.19354839,140184
2021/12/11,49286.36663,36.90322581,127315
2021/12/10,47092.3307,36.61290323,131883
2021/12/9,47834.99429,36.32258065,135187
2021/12/8,50471.21696,36.03225806,152439
2021/12/7,50559.94761,35.74193548,161163
2021/12/6,50453.04698,35.4516129,153780
2021/12/5,49217.9124,35.16129032,124214
2021/12/4,49014.11288,34.87096774,196868
2021/12/3,53708.6772,34.58064516,125774
2021/12/2,56405.66892,34.29032258,121726
2021/12/1,57173.0795,34,138996
2021/11/30,57030.12565,34,116550
2021/11/29,57876.49424,34,142628
2021/11/28,57158.66834,34,118553
2021/11/27,54487.45022,34,120878
2021/11/26,53663.60159,34,146605
2021/11/25,58907.05076,34,114979
2021/11/24,57103.4606,34,116024
2021/11/23,57672.52894,34,128649
2021/11/22,56369.5245,34,132390
2021/11/21,58681.09231,34,140192
2021/11/20,59815.37361,34,128237
2021/11/19,58046.88915,34,150357
2021/11/18,56749.2716,34,134465
2021/11/17,60338.9249,34,128054
2021/11/16,60189.9985,34,141774
2021/11/15,63715.76978,34,137226
2021/11/14,65255.04686,34,125767
2021/11/13,64471.04362,34,120378
2021/11/12,64315.36364,34,121364
2021/11/11,64800.36102,34,131369
2021/11/10,64871.25216,34,154746
2021/11/9,66913.3364,34,189677
2021/11/8,67500.02474,34,168461
2021/11/7,63180.13308,34,103642
2021/11/6,61416.30848,34,97179
2021/11/5,61026.01799,34,115671
2021/11/4,61367.93383,34,119426
2021/11/3,62941.48199,34,127439
2021/11/2,63175.51239,34,137644
2021/11/1,61065.03107,34,112167
2021/10/31,61339.97564,34.09677419,105589
2021/10/30,61661.28735,34.19354839,91063
2021/10/29,62220.29366,34.29032258,112918
2021/10/28,60438.74647,34.38709677,125041
2021/10/27,58681.0152,34.48387097,126449
2021/10/26,60396.4959,34.58064516,125247
2021/10/25,62989.5447,34.67741935,134501
2021/10/24,60849.6164,34.77419355,106803
2021/10/23,61238.6222,34.87096774,114275
2021/10/22,60694.00001,34.96774194,147588
2021/10/21,62298.09301,35.06451613,186417
2021/10/20,65986.30294,35.16129032,290630
2021/10/19,64217.0839,35.25806452,176844
2021/10/18,61953.2331,35.35483871,140381
2021/10/17,61582.25155,35.4516129,111977
2021/10/16,60860.89184,35.5483871,141705
2021/10/15,61526.33413,35.64516129,232707
2021/10/14,57351.73842,35.74193548,130212
2021/10/13,57357.6067,35.83870968,113945
2021/10/12,56035.85825,35.93548387,114161
2021/10/11,57399.22647,36.03225806,142028
2021/10/10,54689.5713,36.12903226,91018
2021/10/9,55102.17221,36.22580645,92850
2021/10/8,53892.9323,36.32258065,107673
2021/10/7,53809.13817,36.41935484,129606
2021/10/6,55385.44519,36.51612903,195155
2021/10/5,51545.04937,36.61290323,153503
2021/10/4,49176.7613,36.70967742,132624
2021/10/3,48144.1454,36.80645161,97975
2021/10/2,47710.5155,36.90322581,89506
2021/10/1,48080.37284,37,149724
2021/9/30,43797.5922,36.76666667,109580
2021/9/29,41543.6399,36.53333333,110555
2021/9/28,40909.3105,36.3,99868
2021/9/27,42278.30996,36.06666667,103126
2021/9/26,43209.8655,35.83333333,85595
2021/9/25,42718.93784,35.6,97401
2021/9/24,42748.0353,35.36666667,161656
2021/9/23,44844.228,35.13333333,117001
2021/9/22,43579.97298,34.9,98217
2021/9/21,40538.4344,34.66666667,101636
2021/9/20,42966.0101,34.43333333,131996
2021/9/19,47201.5018,34.2,74123
2021/9/18,48210.7774,33.96666667,82649
2021/9/17,47197.5518,33.73333333,101046
2021/9/16,47816.2504,33.5,90855
2021/9/15,48092.9703,33.26666667,109407
2021/9/14,47012.9104,33.03333333,91267
2021/9/13,44990.02141,32.8,103761
2021/9/12,46058.0015,32.56666667,77722
2021/9/11,45096.0509,32.33333333,78525
2021/9/10,44833.0831,32.1,100785
2021/9/9,46319.9526,31.86666667,104725
2021/9/8,45972.9463,31.63333333,154503
2021/9/7,46881.9971,31.4,240284
2021/9/6,52639.2443,31.16666667,137763
2021/9/5,51698.7267,30.93333333,91052
2021/9/4,49974.09728,30.7,94327
2021/9/3,49987.63657,30.46666667,113030
2021/9/2,49318.558,30.23333333,124469
2021/9/1,48744.6322,30,103531
2021/8/31,47225.2696,30.06451613,85170
2021/8/30,47020.6765,30.12903226,100326
2021/8/29,48876.7643,30.19354839,83476
2021/8/28,48864.0249,30.25806452,79411
2021/8/27,49005.9495,30.32258065,97836
2021/8/26,47130.6185,30.38709677,87815
2021/8/25,48939.9658,30.4516129,98782
2021/8/24,47734.0314,30.51612903,119165
2021/8/23,49486.4032,30.58064516,139656
2021/8/22,49223.94712,30.64516129,79512
2021/8/21,49000.4242,30.70967742,83918
2021/8/20,49270.61315,30.77419355,113364
2021/8/19,46666.8683,30.83870968,102697
2021/8/18,44856.0324,30.90322581,96506
2021/8/17,44569.5598,30.96774194,98097
2021/8/16,45906.7425,31.03225806,99378
2021/8/15,47057.4919,31.09677419,77118
2021/8/14,47053.5097,31.16129032,81771
2021/8/13,47799.97212,31.22580645,98133
2021/8/12,44434.3365,31.29032258,98097
2021/8/11,45670.172,31.35483871,99731
2021/8/10,45543.91666,31.41935484,113397
2021/8/9,46265.47428,31.48387097,121767
2021/8/8,43780.2388,31.5483871,97178
2021/8/7,44665.77153,31.61290323,110473
2021/8/6,42792.7879,31.67741935,104769
2021/8/5,40849.95098,31.74193548,95549
2021/8/4,39772.4717,31.80645161,97689
2021/8/3,38255.05,31.87096774,103494
2021/8/2,39153.01029,31.93548387,118549
2021/8/1,40120.70072,32,103030
2021/7/31,41700.99674,31.96774194,88543
2021/7/30,42094.78,31.93548387,93955
2021/7/29,39993.53,31.90322581,106512
2021/7/28,39999.97,31.87096774,133752
2021/7/27,39184.61,31.83870968,128220
2021/7/26,37211.42,31.80645161,184548
2021/7/25,35227.35,31.77419355,83272
2021/7/24,34211.77,31.74193548,97003
2021/7/23,33506.09382,31.70967742,87678
2021/7/22,32338.55,31.67741935,106901
2021/7/21,32142.94,31.64516129,150305
2021/7/20,29759.93,31.61290323,102358
2021/7/19,30851.95,31.58064516,83081
2021/7/18,31813,31.5483871,75089
2021/7/17,31570.17,31.51612903,73357
2021/7/16,31385.55,31.48387097,86926
2021/7/15,31641.44705,31.4516129,92346
2021/7/14,32776.13963,31.41935484,98812
2021/7/13,32567.57251,31.38709677,141201
2021/7/12,33219.352,31.35483871,98470
2021/7/11,34249.77404,31.32258065,70863
2021/7/10,33548.81733,31.29032258,85014
2021/7/9,33866.19638,31.25806452,98121
2021/7/8,32837.96027,31.22580645,108695
2021/7/7,33867.46512,31.19354839,111493
2021/7/6,34106.80638,31.16129032,95429
2021/7/5,33866.54475,31.12903226,88486
2021/7/4,35312.38754,31.09677419,85810
2021/7/3,34698.30313,31.06451613,92900
2021/7/2,33846.00709,31.03225806,101685
2021/7/1,33628.67,31,110932
2021/6/30,35060.42897,31.46666667,110739
2021/6/29,35840.38647,31.93333333,120506
2021/6/28,34439.12,32.4,128407
2021/6/27,34579.03,32.86666667,122259
2021/6/26,31858.58,33.33333333,105096
2021/6/25,31708.50893,33.8,154086
2021/6/24,34580.35118,34.26666667,105656
2021/6/23,33646.15,34.73333333,125027
2021/6/22,32366.97,35.2,153834
2021/6/21,31606.39,35.66666667,153833
2021/6/20,35648.51716,36.13333333,100940
2021/6/19,35635.38,36.6,98521
2021/6/18,35577.47,37.06666667,125163
2021/6/17,38082.08,37.53333333,122733
2021/6/16,38290.04332,38,116771
2021/6/15,40204.51,38.46666667,139190
2021/6/14,40499.97,38.93333333,173293
2021/6/13,38990,39.4,149747
2021/6/12,35538.3,39.86666667,133446
2021/6/11,37200.35,40.33333333,145724
2021/6/10,36870.06,40.8,192780
2021/6/9,37345.04492,41.26666667,297825
2021/6/8,33369.13806,41.73333333,187281
2021/6/7,33550.00408,42.2,172116
2021/6/6,35781.01,42.66666667,211698
2021/6/5,35510.26,43.13333333,174730
2021/6/4,36908.14,43.6,184618
2021/6/3,39152.71,44.06666667,88708
2021/6/2,37622.43,44.53333333,92542
2021/6/1,36606.39,45,105694
2021/5/31,37303.75009,45.70967742,101203
2021/5/30,35618.15758,46.41935484,109381
2021/5/29,34523.41,47.12903226,98843
2021/5/28,35670.7,47.83870968,104815
2021/5/27,38479.69228,48.5483871,100263
2021/5/26,39184.76165,49.25806452,114558
2021/5/25,38165.78818,49.96774194,107640
2021/5/24,38619.3971,50.67741935,151342
2021/5/23,34834.68224,51.38709677,160368
2021/5/22,37555,52.09677419,174133
2021/5/21,37242.9427,52.80645161,185009
2021/5/20,40389.77811,53.51612903,173415
2021/5/19,36974.61474,54.22580645,363566
2021/5/18,43019.7743,54.93548387,120021
2021/5/17,43590.92217,55.64516129,184558
2021/5/16,46395.05,56.35483871,148557
2021/5/15,46786.61,57.06451613,95522
2021/5/14,49884.92,57.77419355,120644
2021/5/13,49655.62103,58.48387097,249599
2021/5/12,50482.43448,59.19354839,104572
2021/5/11,56721.83384,59.90322581,72974
2021/5/10,55772.28125,60.61290323,74446
2021/5/9,58169.72762,61.32258065,62002
2021/5/8,58711.17203,62.03225806,82542
2021/5/7,57339.55,62.74193548,103515
2021/5/6,56484.49,63.4516129,84935
2021/5/5,57338.36,64.16129032,93866
2021/5/4,53329.38764,64.87096774,87287
2021/5/3,57211.40864,65.58064516,89710
2021/5/2,56563.76,66.29032258,78756
2021/5/1,57793.51887,67,99595
2021/4/30,57758.64693,66.53333333,92350
2021/4/29,53610.42906,66.06666667,96503
2021/4/28,54766.5393,65.6,97333
2021/4/27,54924.0147,65.13333333,102971
2021/4/26,53954.40657,64.66666667,110552
2021/4/25,48987.68164,64.2,81258
2021/4/24,50007.71595,63.73333333,86049
2021/4/23,51020.04115,63.26666667,132963
2021/4/22,51843.6798,62.8,108961
2021/4/21,53889.33,62.33333333,96848
2021/4/20,56363.62,61.86666667,112302
2021/4/19,55653.24487,61.4,122950
2021/4/18,56037.12872,60.93333333,178464
2021/4/17,60078.27,60.46666667,100583
2021/4/16,61504.76862,60,113640
2021/4/15,63183.14,59.53333333,110223
2021/4/14,62628.97594,59.06666667,161204
2021/4/13,63528.48,58.6,171108
2021/4/12,59940.53,58.13333333,132176
2021/4/11,60018.28649,57.66666667,94714
2021/4/10,59747.4368,57.2,110849
2021/4/9,58159.44,56.73333333,102638
2021/4/8,58019.88,56.26666667,104094
2021/4/7,56073.47156,55.8,86985
2021/4/6,58093.23833,55.33333333,32289
2021/4/5,58777.73936,54.86666667,44761
2021/4/4,58215.19,54.4,87528
2021/4/3,57139.13796,53.93333333,75450
2021/4/2,58963.3276,53.46666667,30540
2021/4/1,58755.61518,53,69301
2021/3/31,58719.45437,52.77419355,108145
2021/3/30,58693.94856,52.5483871,111290
2021/3/29,57664.85097,52.32258065,104638
2021/3/28,55861.95,52.09677419,86361
2021/3/27,55917.88011,51.87096774,106231
2021/3/26,55002.76979,51.64516129,137602
2021/3/25,51412.19201,51.41935484,137938
2021/3/24,52584.7854,51.19354839,130216
2021/3/23,54599.96181,50.96774194,94277
2021/3/22,54249.99078,50.74193548,103950
2021/3/21,57392.2057,50.51612903,80437
2021/3/20,58219.82,50.29032258,92396
2021/3/19,58091.62367,50.06451613,106380
2021/3/18,57687.52056,49.83870968,106755
2021/3/17,58711.97874,49.61290323,106258
2021/3/16,56455.99844,49.38709677,99951
2021/3/15,55723.94916,49.16129032,116563
2021/3/14,59380.01894,48.93548387,102059
