Date,Close, NASDAQ Composite Index,Google_trends
2022/3/16,41147.27989,13436.55,26.61290323
2022/3/15,39302.01679,12948.62,26.83870968
2022/3/14,39599.02437,12581.22,27.06451613
2022/3/13,37824.35153,12668.75,27.29032258
2022/3/12,38875.98605,12756.28,27.51612903
2022/3/11,38770.04591,12843.81,27.74193548
2022/3/10,39461.35102,13129.96,27.96774194
2022/3/9,41955.06532,13255.55,28.19354839
2022/3/8,38724.82009,12795.55,28.41935484
2022/3/7,37991.87947,12830.96,28.64516129
2022/3/6,38385.18525,12991.78667,28.87096774
2022/3/5,39409.21247,13152.61333,29.09677419
2022/3/4,39120.0424,13313.44,29.32258065
2022/3/3,42450.88343,13537.94,29.5483871
2022/3/2,43938.47684,13752.02,29.77419355
2022/3/1,44359.8712,13532.46,30
2022/2/28,43181.1437,13751.4,30.17857143
2022/2/27,37714.48389,13732.47333,30.35714286
2022/2/26,39033.5353,13713.54667,30.53571429
2022/2/25,39219.47676,13694.62,30.71428571
2022/2/24,38296.16593,13473.58,30.89285714
2022/2/23,37287.48634,13037.49,31.07142857
2022/2/22,38302.8439,13381.52,31.25
2022/2/21,37003.15356,13423.1575,31.42857143
2022/2/20,38464.8528,13464.795,31.60714286
2022/2/19,40112.55953,13506.4325,31.78571429
2022/2/18,39976.23595,13548.07,31.96428571
2022/2/17,40491.0412,13716.72,32.14285714
2022/2/16,43997.7116,14124.09,32.32142857
2022/2/15,44602.5315,14139.76,32.5
2022/2/14,42594.9419,13790.92,32.67857143
2022/2/13,42235.5136,13790.99667,32.85714286
2022/2/12,42126.3511,13791.07333,33.03571429
2022/2/11,42377.6527,13791.15,33.21428571
2022/2/10,43524.37792,14185.64,33.39285714
2022/2/9,44283.9142,14490.37,33.57142857
2022/2/8,44082.39258,14194.46,33.75
2022/2/7,43905.99798,14015.67,33.92857143
2022/2/6,42388.07234,14043.11667,34.10714286
2022/2/5,41360.0538,14070.56333,34.28571429
2022/2/4,41653.56036,14098.01,34.46428571
2022/2/3,37027.78,13878.82,34.64285714
2022/2/2,36835.9015,14417.55,34.82142857
2022/2/1,38761.9683,14346,35
2022/1/31,38472.00624,14239.88,35.25806452
2022/1/30,37937.339,14083.44333,35.51612903
2022/1/29,38131.8236,13927.00667,35.77419355
2022/1/28,37784.7229,13770.57,36.03225806
2022/1/27,37201.84235,13352.78,36.29032258
2022/1/26,36775.5295,13542.12,36.5483871
2022/1/25,36948.63103,13539.29,36.80645161
2022/1/24,36705.9179,13855.13,37.06451613
2022/1/23,36231.1426,13826.39333,37.32258065
2022/1/22,35015.93463,13797.65667,37.58064516
2022/1/21,36400.668,13768.92,37.83870968
2022/1/20,40673.94412,14154.02,38.09677419
2022/1/19,41676.49878,14340.25,38.35483871
2022/1/18,42352.1359,14506.9,38.61290323
2022/1/17,42199.00911,14603.6125,38.87096774
2022/1/16,43104.67713,14700.325,39.12903226
2022/1/15,43145.30763,14797.0375,39.38709677
2022/1/14,43068.72658,14893.75,39.64516129
2022/1/13,42580.3303,14806.81,39.90322581
2022/1/12,43900.027,15188.39,40.16129032
2022/1/11,42674.2972,15153.45,40.41935484
2022/1/10,41786.2184,14942.83,40.67741935
2022/1/9,41880.90095,14940.52,40.93548387
2022/1/8,41752.93,14938.21,41.19354839
2022/1/7,41512.9242,14935.9,41.4516129
2022/1/6,43119.06386,15080.87,41.70967742
2022/1/5,43529.7281,15100.17,41.96774194
2022/1/4,45884.45966,15622.72,42.22580645
2022/1/3,46424.346,15832.8,42.48387097
2022/1/2,47313.6322,15770.19,42.74193548
2022/1/1,47544.4994,15707.58,43
2021/12/31,46304.94959,15644.97,42.70967742
2021/12/30,47161.0092,15741.56,42.41935484
2021/12/29,46408.30267,15766.22,42.12903226
2021/12/28,47637.8884,15781.72,41.83870968
2021/12/27,50650.17144,15871.26,41.5483871
2021/12/26,50799.97886,15816.7875,41.25806452
2021/12/25,50629.98124,15762.315,40.96774194
2021/12/24,50771.9277,15707.8425,40.67741935
2021/12/23,50795.70373,15653.37,40.38709677
2021/12/22,48648.50605,15521.89,40.09677419
2021/12/21,48938.9095,15341.09,39.80645161
2021/12/20,46878.42809,14980.94,39.51612903
2021/12/19,46686.4963,15043.85333,39.22580645
2021/12/18,46871.01844,15106.76667,38.93548387
2021/12/17,46305.32715,15169.68,38.64516129
2021/12/16,47709.1644,15180.43,38.35483871
2021/12/15,48787.2417,15565.58,38.06451613
2021/12/14,48395.29567,15237.64,37.77419355
2021/12/13,46745.6254,15413.28,37.48387097
2021/12/12,50116.99176,15485.72,37.19354839
2021/12/11,49286.36663,15558.16,36.90322581
2021/12/10,47092.3307,15630.6,36.61290323
2021/12/9,47834.99429,15517.37,36.32258065
2021/12/8,50471.21696,15786.99,36.03225806
2021/12/7,50559.94761,15686.92,35.74193548
2021/12/6,50453.04698,15225.15,35.4516129
2021/12/5,49217.9124,15178.59,35.16129032
2021/12/4,49014.11288,15132.03,34.87096774
2021/12/3,53708.6772,15085.47,34.58064516
2021/12/2,56405.66892,15381.32,34.29032258
2021/12/1,57173.0795,15254.05,34
2021/11/30,57030.12565,15537.69,34
2021/11/29,57876.49424,15782.83,34
2021/11/28,57158.66834,15685.77333,34
2021/11/27,54487.45022,15588.71667,34
2021/11/26,53663.60159,15491.66,34
2021/11/25,58907.05076,15668.445,34
2021/11/24,57103.4606,15845.23,34
2021/11/23,57672.52894,15775.14,34
2021/11/22,56369.5245,15854.76,34
2021/11/21,58681.09231,15922.32,34
2021/11/20,59815.37361,15989.88,34
2021/11/19,58046.88915,16057.44,34
2021/11/18,56749.2716,15993.71,34
2021/11/17,60338.9249,15921.57,34
2021/11/16,60189.9985,15973.86,34
2021/11/15,63715.76978,15853.85,34
2021/11/14,65255.04686,15856.22,34
2021/11/13,64471.04362,15858.59,34
2021/11/12,64315.36364,15860.96,34
2021/11/11,64800.36102,15704.28,34
2021/11/10,64871.25216,15622.71,34
2021/11/9,66913.3364,15886.54,34
2021/11/8,67500.02474,15982.36,34
2021/11/7,63180.13308,15978.77,34
2021/11/6,61416.30848,15975.18,34
2021/11/5,61026.01799,15971.59,34
2021/11/4,61367.93383,15940.31,34
2021/11/3,62941.48199,15811.58,34
2021/11/2,63175.51239,15649.6,34
2021/11/1,61065.03107,15595.92,34
2021/10/31,61339.97564,15563.41,34.09677419
2021/10/30,61661.28735,15530.9,34.19354839
2021/10/29,62220.29366,15498.39,34.29032258
2021/10/28,60438.74647,15448.12,34.38709677
2021/10/27,58681.0152,15235.84,34.48387097
2021/10/26,60396.4959,15235.71,34.58064516
2021/10/25,62989.5447,15226.71,34.67741935
2021/10/24,60849.6164,15181.20667,34.77419355
2021/10/23,61238.6222,15135.70333,34.87096774
2021/10/22,60694.00001,15090.2,34.96774194
2021/10/21,62298.09301,15215.7,35.06451613
2021/10/20,65986.30294,15121.68,35.16129032
2021/10/19,64217.0839,15129.09,35.25806452
2021/10/18,61953.2331,15021.81,35.35483871
2021/10/17,61582.25155,14980.32,35.4516129
2021/10/16,60860.89184,14938.83,35.5483871
2021/10/15,61526.33413,14897.34,35.64516129
2021/10/14,57351.73842,14823.43,35.74193548
2021/10/13,57357.6067,14571.63,35.83870968
2021/10/12,56035.85825,14465.92,35.93548387
2021/10/11,57399.22647,14486.2,36.03225806
2021/10/10,54689.5713,14517.31333,36.12903226
2021/10/9,55102.17221,14548.42667,36.22580645
2021/10/8,53892.9323,14579.54,36.32258065
2021/10/7,53809.13817,14654.02,36.41935484
2021/10/6,55385.44519,14501.91,36.51612903
2021/10/5,51545.04937,14433.83,36.61290323
2021/10/4,49176.7613,14255.48,36.70967742
2021/10/3,48144.1454,14359.22,36.80645161
2021/10/2,47710.5155,14462.96,36.90322581
2021/10/1,48080.37284,14566.7,37
2021/9/30,43797.5922,14448.58,36.76666667
2021/9/29,41543.6399,14512.44,36.53333333
2021/9/28,40909.3105,14546.68,36.3
2021/9/27,42278.30996,14969.97,36.06666667
2021/9/26,43209.8655,14995.88,35.83333333
2021/9/25,42718.93784,15021.79,35.6
2021/9/24,42748.0353,15047.7,35.36666667
2021/9/23,44844.228,15052.24,35.13333333
2021/9/22,43579.97298,14896.85,34.9
2021/9/21,40538.4344,14746.4,34.66666667
2021/9/20,42966.0101,14713.9,34.43333333
2021/9/19,47201.5018,14823.92333,34.2
2021/9/18,48210.7774,14933.94667,33.96666667
2021/9/17,47197.5518,15043.97,33.73333333
2021/9/16,47816.2504,15181.92,33.5
2021/9/15,48092.9703,15161.53,33.26666667
2021/9/14,47012.9104,15037.76,33.03333333
2021/9/13,44990.02141,15105.58,32.8
2021/9/12,46058.0015,15108.88333,32.56666667
2021/9/11,45096.0509,15112.18667,32.33333333
2021/9/10,44833.0831,15115.49,32.1
2021/9/9,46319.9526,15248.25,31.86666667
2021/9/8,45972.9463,15286.64,31.63333333
2021/9/7,46881.9971,15374.33,31.4
2021/9/6,52639.2443,15371.6275,31.16666667
2021/9/5,51698.7267,15368.925,30.93333333
2021/9/4,49974.09728,15366.2225,30.7
2021/9/3,49987.63657,15363.52,30.46666667
2021/9/2,49318.558,15331.18,30.23333333
2021/9/1,48744.6322,15309.38,30
2021/8/31,47225.2696,15259.24,30.06451613
2021/8/30,47020.6765,15265.89,30.12903226
2021/8/29,48876.7643,15220.42667,30.19354839
2021/8/28,48864.0249,15174.96333,30.25806452
2021/8/27,49005.9495,15129.5,30.32258065
2021/8/26,47130.6185,14945.81,30.38709677
2021/8/25,48939.9658,15041.86,30.4516129
2021/8/24,47734.0314,15019.8,30.51612903
2021/8/23,49486.4032,14942.65,30.58064516
2021/8/22,49223.94712,14866.65333,30.64516129
2021/8/21,49000.4242,14790.65667,30.70967742
2021/8/20,49270.61315,14714.66,30.77419355
2021/8/19,46666.8683,14541.79,30.83870968
2021/8/18,44856.0324,14525.91,30.90322581
2021/8/17,44569.5598,14656.18,30.96774194
2021/8/16,45906.7425,14793.76,31.03225806
2021/8/15,47057.4919,14803.47333,31.09677419
2021/8/14,47053.5097,14813.18667,31.16129032
2021/8/13,47799.97212,14822.9,31.22580645
2021/8/12,44434.3365,14816.26,31.29032258
2021/8/11,45670.172,14765.13,31.35483871
2021/8/10,45543.91666,14788.09,31.41935484
2021/8/9,46265.47428,14860.18,31.48387097
2021/8/8,43780.2388,14852.04,31.5483871
2021/8/7,44665.77153,14843.9,31.61290323
2021/8/6,42792.7879,14835.76,31.67741935
2021/8/5,40849.95098,14895.12,31.74193548
2021/8/4,39772.4717,14780.53,31.80645161
2021/8/3,38255.05,14761.29,31.87096774
2021/8/2,39153.01029,14681.07,31.93548387
2021/8/1,40120.70072,14678.27333,32
2021/7/31,41700.99674,14675.47667,31.96774194
2021/7/30,42094.78,14672.68,31.93548387
2021/7/29,39993.53,14778.26,31.90322581
2021/7/28,39999.97,14762.58,31.87096774
2021/7/27,39184.61,14660.58,31.83870968
2021/7/26,37211.42,14840.71,31.80645161
2021/7/25,35227.35,14839.47,31.77419355
2021/7/24,34211.77,14838.23,31.74193548
2021/7/23,33506.09382,14836.99,31.70967742
2021/7/22,32338.55,14684.6,31.67741935
2021/7/21,32142.94,14631.95,31.64516129
2021/7/20,29759.93,14498.88,31.61290323
2021/7/19,30851.95,14274.98,31.58064516
2021/7/18,31813,14325.73333,31.5483871
2021/7/17,31570.17,14376.48667,31.51612903
2021/7/16,31385.55,14427.24,31.48387097
2021/7/15,31641.44705,14543.13,31.4516129
2021/7/14,32776.13963,14644.95,31.41935484
2021/7/13,32567.57251,14677.65,31.38709677
2021/7/12,33219.352,14733.24,31.35483871
2021/7/11,34249.77404,14722.8,31.32258065
2021/7/10,33548.81733,14712.36,31.29032258
2021/7/9,33866.19638,14701.92,31.25806452
2021/7/8,32837.96027,14559.79,31.22580645
2021/7/7,33867.46512,14665.06,31.19354839
2021/7/6,34106.80638,14663.64,31.16129032
2021/7/5,33866.54475,14657.5625,31.12903226
2021/7/4,35312.38754,14651.485,31.09677419
2021/7/3,34698.30313,14645.4075,31.06451613
2021/7/2,33846.00709,14639.33,31.03225806
2021/7/1,33628.67,14522.38,31
2021/6/30,35060.42897,14503.95,31.46666667
2021/6/29,35840.38647,14528.33,31.93333333
2021/6/28,34439.12,14500.51,32.4
2021/6/27,34579.03,14453.80333,32.86666667
2021/6/26,31858.58,14407.09667,33.33333333
2021/6/25,31708.50893,14360.39,33.8
2021/6/24,34580.35118,14369.71,34.26666667
2021/6/23,33646.15,14271.73,34.73333333
2021/6/22,32366.97,14253.27,35.2
2021/6/21,31606.39,14141.48,35.66666667
2021/6/20,35648.51716,14104.44667,36.13333333
2021/6/19,35635.38,14067.41333,36.6
2021/6/18,35577.47,14030.38,37.06666667
2021/6/17,38082.08,14161.35,37.53333333
2021/6/16,38290.04332,14039.68,38
2021/6/15,40204.51,14072.86,38.46666667
2021/6/14,40499.97,14174.14,38.93333333
2021/6/13,38990,14139.23333,39.4
2021/6/12,35538.3,14104.32667,39.86666667
2021/6/11,37200.35,14069.42,40.33333333
2021/6/10,36870.06,14020.33,40.8
2021/6/9,37345.04492,13911.75,41.26666667
2021/6/8,33369.13806,13924.91,41.73333333
2021/6/7,33550.00408,13881.72,42.2
2021/6/6,35781.01,13859.31,42.66666667
2021/6/5,35510.26,13836.9,43.13333333
2021/6/4,36908.14,13814.49,43.6
2021/6/3,39152.71,13614.51,44.06666667
2021/6/2,37622.43,13756.33,44.53333333
2021/6/1,36606.39,13736.48,45
2021/5/31,37303.75009,13739.545,45.70967742
2021/5/30,35618.15758,13742.61,46.41935484
2021/5/29,34523.41,13745.675,47.12903226
2021/5/28,35670.7,13748.74,47.83870968
2021/5/27,38479.69228,13736.28,48.5483871
2021/5/26,39184.76165,13738,49.25806452
2021/5/25,38165.78818,13657.17,49.96774194
2021/5/24,38619.3971,13661.17,50.67741935
2021/5/23,34834.68224,13597.77667,51.38709677
2021/5/22,37555,13534.38333,52.09677419
2021/5/21,37242.9427,13470.99,52.80645161
2021/5/20,40389.77811,13535.74,53.51612903
2021/5/19,36974.61474,13299.74,54.22580645
2021/5/18,43019.7743,13303.64,54.93548387
2021/5/17,43590.92217,13379.05,55.64516129
2021/5/16,46395.05,13396.02667,56.35483871
2021/5/15,46786.61,13413.00333,57.06451613
2021/5/14,49884.92,13429.98,57.77419355
