Date,Close, NASDAQ Composite Index, S&P 500 Index,S&P 500 Volatility Index (VIX), Gold spot closing price per troy ounce($/oz),U.S. Dollar Index,Eurozone: Benchmark Rate (Major Refinancing Rate),USA: Federal Funds Target Rate,China: T-Bond Yield: 10Y,US 10-Year Breakeven Inflation Rate,World: Geopolitical Risk Index,Index of Global Real Economic Activity (Kilian),latest_size,latest_weight,latest_transaction_count,latest_input_value,latest_tansaction_fee,SMA,EMA,MACD,MACD_signal,MACD_diff,Google_trends,Decred - Tweets
2020/11/9,15326.15685,11713.78,3550.5,25.75,1867.3,92.8361,0,0.25,3.2573,1.73,74.2784577,-3.7430138,1697197,3992848,594,1045259,50160,16317.08514,16260.43031,-1316.65184,-1294.788347,-21.86349354,25.86666667,35977
2020/11/8,15499.08129,11774.26333,3536.813333,25.45333333,1891.8,92.6656,0,0.25,3.2453,1.703333333,74.47898107,-2.662090933,1322553,3993141,2526,1484562,12856,16084.20935,16122.00321,-1295.0769,-1294.846057,-0.230842737,25.63333333,30699
2020/11/7,14821.98325,11834.74667,3523.126667,25.15666667,1916.3,92.4951,0,0.25,3.2333,1.676666667,74.67950443,-1.581168067,1481458,3993523,1489,6532993,38446,15798.03175,15885.63595,-1317.428265,-1299.362499,-18.0657659,25.4,33705
2020/11/6,15547.05255,11895.23,3509.44,24.86,1940.8,92.3246,0,0.25,3.2213,1.65,74.8800278,-0.5002452,1141803,3993219,1028,77935517,114330,15680.22593,15824.07533,-1262.086304,-1291.90726,29.82095579,25.16666667,47823
2020/11/5,15558.52541,11890.93,3510.45,27.58,1938.45,92.5833,0,0.25,3.1978,1.66,75.08055117,0.580677667,1180993,3993346,2426,4784756,11526,15639.94389,15775.79353,-1203.429254,-1274.211659,70.78240446,24.93333333,60368
2020/11/4,14132.96094,11590.78,3443.44,29.57,1900.15,93.442,0,0.25,3.2156,1.64,75.28107453,1.661600533,1458617,3999419,2062,149950000,122848,15444.88118,15477.09669,-1257.478825,-1270.865092,13.38626669,24.7,47315
2020/11/3,13973.24888,11160.57,3369.16,35.55,1908.3,93.4093,0,0.25,3.2056,1.72,75.4815979,2.7425234,1463078,3993566,2322,433206,67574,15210.59235,15203.66982,-1298.235676,-1276.339209,-21.89646682,24.46666667,36459
2020/11/2,13576.96848,10957.61,3310.24,37.13,1889.9,94.0506,0,0.25,3.2149,1.71,75.68212127,3.823446267,1160464,3993436,2632,10001000114,258700,14940.36214,14907.90594,-1346.985084,-1290.468384,-56.51670009,24.23333333,32602
2020/11/1,13735.00686,10942.27,3296.813333,37.42666667,1887.216667,94.03956667,0,0.25,3.218033333,1.706666667,75.88264463,4.904369133,1206434,3993482,1634,48324,2260,14745.1148,14694.65156,-1357.221757,-1303.819059,-53.40269865,24,40439
2020/10/31,13795.52655,10926.93,3283.386667,37.72333333,1884.533333,94.02853333,0,0.25,3.221166667,1.703333333,76.083168,5.985292,1232764,3998710,2364,152612,12042,14596.65111,14531.17429,-1344.947247,-1312.044696,-32.90255046,23.70967742,49308
2020/10/30,13568.83725,10911.59,3269.96,38.02,1881.85,94.0175,0,0.25,3.2243,1.7,76.22169097,5.516483871,1384474,3993295,2445,46093674,139720,14420.91915,14356.20392,-1338.086908,-1317.253138,-20.83376916,23.41935484,32806
2020/10/29,13443.53152,11185.59,3310.11,37.59,1870.3,93.9325,0,0.25,3.2067,1.71,76.36021394,5.047675742,1292007,3992913,2534,349734898,695610,14215.36417,14190.26348,-1327.459043,-1319.294319,-8.16472377,23.12903226,36808
2020/10/28,13275.48126,11004.87,3271.03,40.28,1869.95,93.4498,0,0.25,3.1944,1.7,76.4987369,4.578867613,1387870,3992866,2911,4745280,51758,14060.71397,14023.93944,-1317.410349,-1318.917525,1.507176232,22.83870968,36385
2020/10/27,13651.54051,11431.35,3390.68,33.35,1905.7,93.0389,0,0.25,3.2119,1.71,76.63725987,4.110059484,1519288,3993388,1806,1945111,115370,13871.16277,13956.23054,-1264.525189,-1308.039058,43.51386922,22.5483871,44889
2020/10/26,13065.53603,11358.94,3400.97,32.46,1898.45,93.0667,0,0.25,3.2239,1.72,76.77578284,3.641251355,1240301,3993113,3006,29567280,18980,13621.86383,13794.28609,-1255.427199,-1297.516686,42.08948716,22.25806452,36554
2020/10/25,13020.81172,11422.05333,3422.443333,30.82333333,1900.183333,92.9567,0,0.25,3.218066667,1.73,76.91430581,3.172443226,1202503,3993541,2203,21364353,1808,13510.64891,13653.65438,-1237.560033,-1285.525356,47.96532259,21.96774194,28445
2020/10/24,13117.17473,11485.16667,3443.916667,29.18666667,1901.916667,92.8467,0,0.25,3.212233333,1.74,77.05282877,2.703635097,1433493,3993135,2775,5930154539,22477,13425.04149,13556.11263,-1201.771215,-1268.774528,67.00331239,21.67741935,32175
2020/10/23,12929.02218,11548.28,3465.39,27.55,1903.65,92.7367,0,0.25,3.2064,1.75,77.19135174,2.234826968,1219456,3993169,2159,473311,45405,13360.24686,13442.09618,-1175.045465,-1250.028715,74.98325022,21.38709677,35777
2020/10/22,12958.53719,11506.01,3453.49,28.11,1900.95,92.9446,0,0.25,3.2007,1.76,77.32987471,1.766018839,1295332,3992842,2321,232479338,101336,13282.59989,13354.17637,-1138.361181,-1227.695208,89.33402694,21.09677419,43790
2020/10/21,12808.79595,11484.69,3435.56,28.65,1924.15,92.6577,0,0.25,3.2311,1.74,77.46839768,1.29721071,1386774,3993162,2545,50793975,21801,13183.92683,13255.01629,-1108.592327,-1203.874632,95.28230521,20.80645161,64870
2020/10/20,11910.24211,11516.49,3443.12,29.35,1898.4,93.1005,0,0.25,3.2403,1.72,77.60692065,0.828402581,1289428,3998542,2711,193458076,14333,13018.06732,13010.51189,-1144.315128,-1191.962731,47.64760325,20.51612903,37581
2020/10/19,11748.37678,11478.88,3426.92,29.18,1905.6,93.4231,0,0.25,3.2469,1.71,77.74544361,0.359594452,1144851,3992814,2954,1278499,8499,12848.55185,12781.03278,-1172.174783,-1188.005142,15.83035828,20.22580645,31375
2020/10/18,11490.01581,11543.10667,3445.883333,28.59,1905.416667,93.51753333,0,0.25,3.252333333,1.71,77.88396658,-0.109213677,1164622,3993301,2478,1825813,1356,12670.0053,12546.30242,-1201.254023,-1190.654918,-10.59910543,19.93548387,26901
2020/10/17,11368.48474,11607.33333,3464.846667,28,1905.233333,93.61196667,0,0.25,3.257766667,1.71,78.02248955,-0.578021806,731151,2183964,1376,16076,204,12441.69972,12332.15375,-1220.042185,-1196.532371,-23.50981399,19.64516129,29771
2020/10/16,11312.66278,11671.56,3483.81,27.41,1905.05,93.7064,0,0.25,3.2632,1.71,78.16101252,-1.046829935,1627893,3993363,420,1184000,44660,12266.4124,12146.79176,-1225.311675,-1202.288232,-23.02344255,19.35483871,36596
2020/10/15,11492.6159,11713.87,3483.34,26.97,1891.9,93.7954,0,0.25,3.2418,1.69,78.29953548,-1.515638065,1362522,3998331,2182,2135529,498,12113.59282,12027.85069,-1201.121291,-1202.054844,0.933552586,19.06451613,63222
2020/10/14,11426.36748,11768.73,3488.67,26.4,1910.05,93.42,0,0.25,3.2407,1.69,78.43805845,-1.984446194,1202251,3993025,2179,2980440,2497,11944.51209,11918.49011,-1173.765494,-1196.396974,22.63147981,18.77419355,87570
2020/10/13,11423.48002,11863.9,3511.93,26.07,1891.3,93.5336,0,0.25,3.2135,1.7,78.57658142,-2.453254323,1326627,3999660,1496,2808871,14640,11793.95788,11828.48827,-1139.186983,-1184.954976,45.76799255,18.48387097,33789
2020/10/12,11544.13764,11876.26,3534.22,25.07,1925.5,93.0443,0,0.25,3.2161,1.7075,78.71510439,-2.922062452,1662772,3999643,1317,409855,1831,11652.51792,11776.78816,-1089.48826,-1165.861633,76.37337247,18.19354839,32811
2020/10/11,11376.43511,11777.48667,3515.19,25.04666667,1924.75,93.03316667,0,0.25,3.213,1.715,78.85362735,-3.390870581,936121,2496109,1286,18072150,27033,11509.28184,11703.9967,-1051.512673,-1142.991841,91.47916757,17.90322581,33070
2020/10/10,11294.99419,11678.71333,3496.16,25.02333333,1924,93.02203333,0,0.25,3.2099,1.7225,78.99215032,-3.85967871,1125971,3993380,1505,508500,38970,11447.75705,11629.6326,-1016.273382,-1117.648149,101.3747673,17.61290323,37385
2020/10/9,11066.19087,11579.94,3477.13,25,1923.25,93.0109,0,0.25,3.2106,1.73,79.13067329,-4.328486839,1338782,3993590,2563,9364226,1688,11379.53845,11527.18865,-995.3349037,-1093.1855,97.85059624,17.32258065,41653
2020/10/8,10898.55184,11420.98,3446.83,26.36,1887.45,93.6012,0,0.25,3.203977778,1.72,79.26919626,-4.797294968,1293540,3999354,2372,35909807,52530,11320.39206,11412.89105,-980.9601794,-1070.740436,89.78025639,17.03225806,42037
2020/10/7,10665.25226,11364.6,3419.45,28.06,1884.5,93.6403,0,0.25,3.197355556,1.71,79.40771923,-5.266103097,1321337,3993011,2860,1500000,18311,11250.06881,11276.95672,-977.1296904,-1052.018287,74.88859633,16.74193548,34215
2020/10/6,10604.44685,11154.6,3360.95,29.48,1913.4,93.8352,0,0.25,3.190733333,1.66,79.54624219,-5.734911226,1246700,3999239,2924,71316743,48538,11179.24722,11154.6822,-967.8437879,-1035.183387,67.33959902,16.4516129,30843
2020/10/5,10784.67082,11332.49,3408.63,27.96,1909.6,93.4594,0,0.25,3.184111111,1.68,79.68476516,-6.203719355,1162429,3993367,2482,27086962,14238,11108.45271,11087.40741,-935.1621085,-1015.179131,80.01702278,16.16129032,29324
2020/10/4,10665.69855,11246.66667,3388.566667,27.85,1907.416667,93.57536667,0,0.25,3.177488889,1.666666667,79.82328813,-6.672527484,1400948,3933176,2610,688935,208,11032.38582,11010.73307,-908.3903515,-993.8213753,85.43102386,15.87096774,31026
2020/10/3,10541.32189,11160.84333,3368.503333,27.74,1905.233333,93.69133333,0,0.25,3.170866667,1.653333333,79.9618111,-7.141335613,2070227,3993425,464,363498,19647,10944.17,10925.38558,-886.9850862,-972.4541175,85.46903131,15.58064516,29374
2020/10/2,10566.49438,11075.02,3348.44,27.63,1903.05,93.8073,0,0.25,3.164244444,1.64,80.10033406,-7.610143742,1215806,3998507,2687,458000,15087,10846.40568,10860.13264,-858.0984252,-949.582979,91.48455386,15.29032258,32092
2020/10/1,10614.30333,11326.51,3380.8,26.7,1902,93.7081,0,0.25,3.157622222,1.63,80.23885703,-8.078951871,1201636,3993355,2446,1536313961,47100,10770.1925,10815.4364,-821.873707,-924.0411246,102.1674176,15,35755
2020/9/30,10766.81409,11167.51,3363,26.37,1886.9,93.848,0,0.25,3.151,1.63,80.37738,-8.54776,1176404,3998465,2783,56421487,21051,10717.37449,10806.59598,-771.9603349,-893.6249667,121.6646318,14.93333333,33290
2020/9/29,10839.96268,11085.25,3335.47,26.27,1883.95,93.8597,0,0.25,3.1397,1.64,79.88033563,-8.3053409,1373562,3993024,2174,288311012,35150,10694.75167,10812.66265,-718.2219326,-858.5443599,140.3224272,14.86666667,32020
2020/9/28,10702.47283,11117.53,3351.6,26.19,1864.3,94.2656,0,0.25,3.1576,1.61,79.38329127,-8.0629218,1325572,3993211,2692,75551018,163645,10675.14377,10792.62814,-678.9021818,-822.6159242,143.7137425,14.8,34219
2020/9/27,10766.52245,11049.54,3333.886667,26.25333333,1862.766667,94.37276667,0,0.25,3.1569,1.6,78.8862469,-7.8205027,1333677,3999288,2711,20286584,7718,10685.27079,10787.88165,-635.2499608,-785.1427316,149.8927708,14.73333333,37113
2020/9/26,10739.74258,10981.55,3316.173333,26.31666667,1861.233333,94.47993333,0,0.25,3.1314,1.59,78.38920253,-7.5780836,396522,1107456,748,5000000,12635,10698.80036,10779.12909,-595.9464729,-747.3034798,151.3570069,14.66666667,25955
2020/9/25,10683.39523,10913.56,3298.46,26.38,1859.7,94.5871,0,0.25,3.1059,1.58,77.89215817,-7.3356645,1728800,3993287,794,1868431,6249,10688.6728,10761.72293,-562.8566744,-710.4141187,147.5574443,14.6,38495
2020/9/24,10731.5324,10672.27,3246.59,28.51,1861.75,94.3552,0,0.25,3.1044,1.58,77.3951138,-7.0932454,1393093,3998455,2554,96530836,21628,10695.25619,10756.23375,-526.6772954,-673.6667541,146.9894587,14.53333333,37643
2020/9/23,10231.05131,10632.99,3236.92,28.58,1873.4,94.3688,0,0.25,3.1088,1.6,76.89806943,-6.8508263,1271803,3999577,2087,21828400,2260,10664.22913,10660.74603,-532.254025,-645.3842083,113.1301832,14.46666667,47367
2020/9/22,10531.35154,10963.64,3315.57,26.86,1906,93.9739,0,0.25,3.1245,1.62,76.40102507,-6.6084072,1448865,3998364,2713,20134261,71993,10660.71484,10637.21976,-506.6021108,-617.6277888,111.025678,14.4,38132
2020/9/21,10427.87773,10778.8,3281.06,27.78,1909.35,93.5296,0,0.25,3.1345,1.62,75.9039807,-6.3659881,1466357,3993095,2028,73928341,9476,10642.07228,10599.15757,-488.9855348,-591.899338,102.9138032,14.33333333,32418
2020/9/20,10914.68741,10783.62667,3293.863333,27.13,1923.183333,93.35576667,0,0.25,3.136766667,1.636666667,75.40693633,-6.123569,588823,1748536,1014,896863,579,10656.85962,10656.52663,-430.7770688,-559.6748841,128.8978153,14.26666667,26571
2020/9/19,11076.85089,10788.45333,3306.666667,26.48,1937.016667,93.18193333,0,0.25,3.139033333,1.653333333,74.90989197,-5.8811499,1312319,3878507,2280,2137520,15520,10680.54844,10732.94923,-367.3268868,-521.2052847,153.8783979,14.2,29151
2020/9/18,10916.97092,10793.28,3319.47,25.83,1950.85,93.0081,0,0.25,3.1413,1.67,74.4128476,-5.6387308,1294747,3999637,1820,7195125,4411,10701.99825,10766.40772,-326.1831021,-482.2008482,156.017746,14.13333333,31357
2020/9/17,10934.41967,10910.28,3357.01,26.46,1936.25,92.9098,0,0.25,3.1533,1.66,73.91580323,-5.3963117,1524270,3999339,1163,2473079,669,10718.78797,10796.95534,-288.8388337,-443.5284453,154.6896115,14.06666667,33417
2020/9/16,10946.92123,11050.47,3385.49,26.04,1961.8,93.1108,0,0.25,3.1196,1.68,73.41875887,-5.1538926,1376723,3999587,2151,389203,12738,10739.50583,10824.22187,-255.2916177,-405.8810798,150.589462,14,35407
2020/9/15,10782.9998,11190.32,3401.2,25.59,1949.35,93.0933,0,0.25,3.1554,1.67,72.9217145,-4.9114735,1186609,3993544,1128,1804982,5312,10749.46629,10816.72695,-239.1752336,-372.5399105,133.3646769,13.93333333,34641
2020/9/14,10665.11372,11056.65,3383.54,25.85,1958.7,93.0748,0,0.25,3.1846,1.65,72.42467013,-4.6690544,1313669,3332357,622,17668390,15750,10742.82442,10789.16091,-233.226811,-344.6772906,111.4504796,13.86666667,29947
2020/9/13,10315.66641,10988.94667,3369.35,26.19,1954.933333,93.13356667,0,0.25,3.158466667,1.65,71.92762577,-4.4266353,1499741,3993068,2301,545383,9663,10751.28593,10703.071,-253.7846492,-326.4987623,72.71411312,13.8,27955
2020/9/12,10438.37739,10921.24333,3355.16,26.53,1951.166667,93.19233333,0,0.25,3.132333333,1.65,71.4305814,-4.1842162,783420,2343117,1641,1387724,681,10741.98852,10654.94489,-257.2101748,-312.6410448,55.43087003,13.73333333,27451
2020/9/11,10374.77815,10853.54,3340.97,26.87,1947.4,93.2511,0,0.25,3.1062,1.65,70.93353703,-3.9417971,1234273,3999244,2427,1112468,2250,10736.67856,10604.00548,-262.0362647,-302.5200888,40.48382411,13.66666667,30008
2020/9/10,10334.63865,10919.59,3339.19,29.71,1966.25,93.3956,0,0.25,3.1005,1.69,70.43649267,-3.699378,1238412,3992763,2696,18977220,956,10678.67368,10555.02969,-266.0332324,-295.2227175,29.18948512,13.6,29885
2020/9/9,10214.15437,11141.56,3398.96,28.81,1947.2,93.2478,0,0.25,3.1238,1.71,69.9394483,-3.4569589,1295663,3998741,2766,6089988,27762,10592.40403,10493.05236,-275.7443236,-291.3270387,15.5827151,13.53333333,30051
2020/9/8,10112.20637,10847.69,3331.84,31.46,1910.95,93.5006,0,0.25,3.1585,1.68,69.44240393,-3.2145398,1328601,3999483,2570,9189089,4321,10511.92758,10423.80764,-288.342947,-290.7302204,2.387273392,13.46666667,28540
2020/9/7,10356.44438,10964.05,3355.62,31.2825,1928.45,93.0623,0,0.25,3.1629,1.685,68.94535957,-2.9721207,1155030,3751056,1985,169077,253,10454.13005,10411.55977,-275.4443298,-287.6730423,12.22871249,13.4,30832
2020/9/6,10257.22974,11080.41,3379.4,31.105,1927.733333,92.9818,0,0.25,3.148933333,1.69,68.4483152,-2.7297016,1506645,3999654,1678,2422098,675,10385.1609,10383.49977,-270.114167,-284.1612672,14.04710021,13.33333333,23088
2020/9/5,10129.78665,11196.77,3403.18,30.9275,1927.016667,92.9013,0,0.25,3.134966667,1.695,67.95127083,-2.4872825,1371297,3993135,2786,743816,43974,10319.83958,10337.37011,-273.0262898,-281.9342717,8.907981964,13.26666667,28115
2020/9/4,10473.51945,11313.13,3426.96,30.75,1926.3,92.8208,0,0.25,3.121,1.7,67.45422647,-2.2448634,1336771,3998110,2360,1780416,30416,10300.68016,10362.12453,-244.7761764,-274.5026527,29.72647628,13.2,34973
2020/9/3,10215.66996,11458.1,3455.06,33.6,1940.45,92.7687,0,0.25,3.1373,1.65,66.9571821,-2.0024443,1273072,3992914,2287,2778168,14916,10290.68051,10335.49643,-240.4226146,-267.6866451,27.26403041,13.13333333,37151
2020/9/2,11399.14897,12056.44,3580.84,26.57,1947.05,92.6407,0,0.25,3.083,1.73,66.46013773,-1.7600252,1221829,3993130,2400,68501568,12500,10386.75767,10528.8878,-139.8632636,-242.1219688,102.2587052,13.06666667,32608
2020/9/1,11921.75492,11939.67,3526.65,26.12,1972.35,92.3205,0,0.25,3.048,1.76,65.96309337,-1.5176061,1317135,3993210,2733,7298792,4618,10541.45535,10782.13637,-17.79420038,-197.2564151,179.4622147,13,35393
2020/8/31,11655.9987,11775.46,3500.31,26.41,1968.6,92.1711,0,0.25,3.0818,1.8,65.466049,-1.275187,1314641,3998708,2413,3514860,19295,10673.59135,10941.02043,56.84681109,-146.4357699,203.2825809,13.06451613,29068
2020/8/30,11697.79437,11748.85,3502.876667,25.26,1964.85,92.2085,0,0.25,3.080833333,1.79,65.49854039,-1.028753613,1682912,3993290,830,2607190,681,10821.95535,11078.61569,118.0125366,-93.54610855,211.5586452,13.12903226,27893
2020/8/29,11485.10157,11722.24,3505.443333,24.11,1961.1,92.2459,0,0.25,3.079866667,1.78,65.53103177,-0.782320226,1566760,3999562,1377,171544,236,10959.24487,11152.52221,147.6225822,-45.31237041,192.9349526,13.19354839,26986
2020/8/28,11496.83022,11695.63,3508.01,22.96,1957.35,92.2833,0,0.25,3.0789,1.77,65.56352316,-0.535886839,1633558,3998497,814,949232,12782,11073.28346,11215.12367,170.074646,-2.234967131,172.3096131,13.25806452,34517
2020/8/27,11311.2402,11625.34,3484.55,24.47,1923.85,93.0114,0,0.25,3.0722,1.73,65.59601455,-0.289453452,1435512,3998658,2672,2337639,20659,11178.6845,11232.5994,170.9222198,32.39647025,138.5257495,13.32258065,32432
2020/8/26,11463.56797,11665.06,3478.73,23.27,1932.95,92.8985,0,0.25,3.035,1.72,65.62850594,-0.043020065,1500733,3993094,1911,310713,44712,11312.06263,11274.59369,181.7899448,62.27516515,119.5147796,13.38709677,31857
2020/8/25,11361.55482,11466.47,3443.62,22.03,1911.15,93.0093,0,0.25,3.0377,1.7,65.66099732,0.203413323,1231714,3993388,2282,8100000,16950,11400.86617,11290.4048,180.0950627,85.83914466,94.25591803,13.4516129,36405
2020/8/24,11763.76171,11379.72,3431.28,22.37,1943.95,93.3056,0,0.25,3.0128,1.67,65.69348871,0.44984671,1476703,3993154,2807,188817,2977,11555.67535,11376.46969,208.7996784,110.4312514,98.36842696,13.51612903,32820
2020/8/23,11653.40729,11357.08,3419.906667,22.42666667,1937.416667,93.27246667,0,0.25,3.013,1.66,65.7259801,0.696280097,1266206,3992888,1897,951965,12013,11581.10118,11426.82198,220.1063645,132.366274,87.74009049,13.58064516,28557
2020/8/22,11681.15793,11334.44,3408.533333,22.48333333,1930.883333,93.23933333,0,0.25,3.0132,1.65,65.75847148,0.942713484,1614487,3999460,499,9454637,678,11557.04148,11473.06488,228.6702709,151.6270734,77.04319752,13.64516129,27846
2020/8/21,11530.91923,11311.8,3397.16,22.54,1924.35,93.2062,0,0.25,3.0134,1.64,65.79096287,1.189146871,1213828,3993502,609,56769994,30674,11544.53353,11483.58386,220.7891016,165.459479,55.32962259,13.70967742,34177
2020/8/20,11866.59519,11264.95,3385.51,22.72,1927.15,92.7612,0,0.25,3.0127,1.62,65.82345426,1.435580258,1246316,3992591,2514,862504,202,11561.41361,11553.22228,238.8758507,180.1427534,58.73309732,13.77419355,33256
2020/8/19,11732.40557,11146.46,3374.85,22.54,1981,93.0313,0,0.25,2.9975,1.67,65.85594565,1.682013645,1407907,3993325,3015,15657960,153252,11586.14401,11585.80106,239.6195636,192.0381154,47.58144817,13.83870968,36164
2020/8/18,11961.9946,11210.84,3389.78,21.51,2008.75,92.3213,0,0.25,2.972,1.68,65.88843703,1.928447032,1150056,3999546,1906,242966,13380,11632.66045,11654.19989,255.7863318,204.7877587,50.99857309,13.90322581,38262
2020/8/17,12285.93663,11129.73,3381.99,21.35,1972.85,92.8361,0,0.25,2.9457,1.66,65.92092842,2.174880419,1259488,3992953,2678,5000000,22987,11730.13009,11769.06111,291.3791887,222.1060447,69.27314397,13.96774194,40655
2020/8/16,11892.68092,11092.92,3378.943333,21.58333333,1963.483333,92.9239,0,0.25,2.9546,1.656666667,65.95341981,2.421313806,1278768,3999480,3301,21807758,29136,11773.04139,11791.53744,284.5739437,234.5996245,49.97431918,14.03225806,29007
2020/8/15,11865.38305,11056.11,3375.896667,21.81666667,1954.116667,93.0117,0,0.25,2.9635,1.653333333,65.98591119,2.667747194,1716003,3999261,647,112600000,66800,11823.42421,11804.96392,273.8215832,242.4440162,31.37756701,14.09677419,39156
2020/8/14,11742.87637,11019.3,3372.85,22.05,1944.75,93.0995,0,0.25,2.9724,1.65,66.01840258,2.914180581,1045456,3992986,806,956361,675,11821.33568,11793.67527,252.5042827,244.4560695,8.048213175,14.16129032,38124
2020/8/13,11763.00914,11042.5,3373.43,22.13,1944.25,93.247,0,0.25,2.9864,1.67,66.05089397,3.160613968,1377169,3999526,2628,38774304,11525,11832.29586,11788.09961,234.5311852,242.4710927,-7.939907452,14.22580645,30485
2020/8/12,11576.81427,11012.24,3380.35,22.28,1931.9,93.4328,0,0.25,2.981,1.67,66.08338535,3.407047355,1520225,3993332,1392,207369717,89200,11821.8615,11749.68409,202.9238265,234.5616394,-31.63781294,14.29032258,35237
2020/8/11,11395.40582,10782.82,3333.69,24.03,1939.65,93.6583,0,0.25,2.9807,1.63,66.11587674,3.653480742,1160736,3993390,2647,851100,2034,11808.31016,11685.26986,161.3763748,219.9245865,-58.54821173,14.35483871,33567
2020/8/10,11867.86649,10968.36,3360.47,22.13,2044.5,93.6157,0,0.25,3.0014,1.61,66.14836813,3.899914129,1285755,3993378,2336,10347650,170520,11808.43729,11718.46925,164.6750757,208.8746843,-44.19960861,14.41935484,35606
2020/8/9,11648.08317,10982.56667,3357.406667,22.15666667,2040.05,93.54823333,0,0.25,3.000966667,1.61,66.18085952,4.146347516,1279279,3993565,2788,8338790,506,11800.00505,11705.67178,147.8503165,196.6698108,-48.81949429,14.48387097,25986
2020/8/8,11728.58523,10996.77333,3354.343333,22.18333333,2035.6,93.48076667,0,0.25,3.000533333,1.61,66.2133509,4.392780903,1654921,3993370,818,1330270,6112,11776.66411,11709.83786,139.4054379,185.2169362,-45.8114983,14.5483871,29019
2020/8/7,11583.15927,11010.98,3351.28,22.21,2031.15,93.4133,0,0.25,3.0001,1.61,66.24584229,4.63921429,1363450,3998359,1838,843228,22281,11706.38637,11686.80539,119.5994828,172.0934455,-52.49396272,14.61290323,37514
2020/8/6,11780.28537,11108.07,3349.16,22.65,2067.15,92.7899,0,0.25,2.9842,1.63,66.27833368,4.885647677,1343128,3993454,2659,28129803,17570,11695.14682,11703.80175,118.4441985,161.3635961,-42.9193976,14.67741935,38775
2020/8/5,11732.92795,10998.4,3327.77,22.99,2048.15,92.839,0,0.25,2.9427,1.61,66.31082506,5.132081065,1262380,3993421,2468,171500671,43860,11681.90131,11709.09742,112.4114699,151.5731709,-39.16170095,14.74193548,38033
2020/8/4,11194.55461,10941.17,3306.51,23.76,1977.9,93.2411,0,0.25,2.9736,1.57,66.34331645,5.378514452,1266072,3998748,1504,652340,2880,11627.06913,11615.54418,63.45676976,133.9498907,-70.4931209,14.80645161,29318
2020/8/3,11246.25548,10902.8,3294.61,24.28,1958.55,93.5238,0,0.25,2.9884,1.58,66.37580784,5.624947839,1691165,3993056,477,1009186,74062,11575.39377,11548.40078,28.50307955,112.8605284,-84.35744889,14.87096774,29874
2020/8/2,11073.60766,10850.29,3286.78,24.34,1960.666667,93.51056667,0,0.25,2.984533333,1.57,66.40829923,5.871381226,1084783,3993394,964,1477494,681,11525.07311,11462.07476,-12.97958737,87.69250527,-100.6720926,14.93548387,33109
2020/8/1,11800.38987,10797.78,3278.95,24.4,1962.783333,93.49733333,0,0.25,2.980666667,1.56,66.44079061,6.117814613,1426145,3993266,1320,284172,2230,11565.57151,11523.5866,12.64459163,72.68292254,-60.03833092,15,39913
2020/7/31,11334.58547,10745.27,3271.12,24.46,1964.9,93.4841,0,0.25,2.9768,1.55,66.473282,6.364248,1153317,3998688,1963,136043,2712,11512.24341,11489.22276,-4.581768325,57.22998437,-61.8117527,14.96774194,30055
2020/7/30,11109.23106,10587.81,3246.22,24.76,1957.65,92.9366,0,0.25,2.9597,1.52,66.62665545,5.232856806,1282766,3993440,3051,1439038,26105,11458.3582,11420.13336,-36.00298027,38.58339144,-74.58637171,14.93548387,32625
2020/7/29,11073.29788,10542.94,3258.44,24.1,1950.9,93.2803,0,0.25,2.937,1.53,66.7800289,4.101465613,1219217,3999473,2827,133518222,30784,11392.82946,11357.07236,-63.07691305,18.25133054,-81.32824359,14.90322581,33785
2020/7/28,10895.73396,10402.09,3218.44,25.44,1940.9,93.7655,0,0.25,2.9197,1.51,66.93340235,2.970074419,1397750,3993173,2979,2138696,44049,11324.08693,11273.19265,-97.73450171,-4.945835907,-92.7886658,14.87096774,45495
2020/7/27,10996.5366,10536.27,3239.41,24.74,1936.65,93.6508,0,0.25,2.8962,1.52,67.08677581,1.838683226,1201177,3993070,1800,60366915,25086,11245.71205,11222.89155,-115.7328634,-27.10324141,-88.629622,14.83870968,51139
2020/7/26,9917.359474,10478.57333,3231.483333,25.10666667,1925.133333,93.88286667,0,0.25,2.901366667,1.516666667,67.24014926,0.707292032,1171044,3993633,843,117370,13160,11064.15521,10985.52208,-214.6034547,-64.60328406,-150.0001706,14.80645161,30432
2020/7/25,9686.120716,10420.87667,3223.556667,25.47333333,1913.616667,94.11493333,0,0.25,2.906533333,1.513333333,67.39352271,-0.424099161,1321132,3993637,2383,51633,2977,10913.31182,10749.26729,-308.0669419,-113.2960156,-194.7709263,14.77419355,27808
2020/7/24,9545.046629,10363.18,3215.63,25.84,1902.1,94.347,0,0.25,2.9117,1.51,67.54689616,-1.555490355,1153007,3993404,1353,47281,199,10743.19093,10530.31808,-389.0363597,-168.4440844,-220.5922753,14.74193548,27407
2020/7/23,9592.963304,10461.42,3235.66,26.08,1878.3,94.7841,0,0.25,2.912,1.49,67.70026961,-2.686881548,1329756,3992988,2736,5000000,10358,10595.1265,10359.88994,-444.2180621,-223.59888,-220.6191822,14.70967742,27632
2020/7/22,9518.901022,10706.13,3276.02,24.32,1852.4,94.9758,0,0.25,2.9414,1.48,67.85364306,-3.818272742,1294871,3993353,2842,622999,60788,10366.97761,10206.98286,-488.2973779,-276.5385796,-211.7587983,14.67741935,25069
