Date,Close,EMA
2022/5/16,29880.54816,29725.84606
2022/5/15,31333.76562,30018.19507
2022/5/14,30123.7756,30037.39153
2022/5/13,29250.004,29894.23016
2022/5/12,29130.0386,29755.28624
2022/5/11,28984.5358,29615.1498
2022/5/10,31024.7033,29871.43225
2022/5/9,30363.86562,29960.96559
2022/5/8,33933.54281,30683.25236
2022/5/7,35552.564,31568.58175
2022/5/6,36033.0634,32380.30569
2022/5/5,36568.7596,33141.84276
2022/5/4,39699.03396,34334.05934
2022/5/3,37732.29975,34951.92123
2022/5/2,38503.90959,35597.7373
2022/5/1,38467.094,36119.43852
2022/4/30,37660.45292,36399.62295
2022/4/29,38592.00442,36798.23777
2022/4/28,39749.9386,37334.91065
2022/4/27,39248.43928,37682.82494
2022/4/26,38026.74626,37745.35609
2022/4/25,40475.27521,38241.70502
2022/4/24,39479.99697,38466.84901
2022/4/23,39419.5301,38640.06376
2022/4/22,39757.5541,38843.24382
2022/4/21,40528.7777,39149.70452
2022/4/20,41363.50366,39552.21346
2022/4/19,41504.4185,39907.15983
2022/4/18,40826.6711,40074.3437
2022/4/17,39678.0001,40002.28122
2022/4/16,40386.5108,40072.14115
2022/4/15,40558.127,40160.50221
2022/4/14,39909.71687,40114.90488
2022/4/13,41160.0481,40304.93092
2022/4/12,40169.21512,40280.25532
2022/4/11,39456.93304,40130.56036
2022/4/10,42242.7841,40514.60104
2022/4/9,42788.71116,40928.07561
2022/4/8,42283.4292,41174.50353
2022/4/7,43480.17472,41593.71648
2022/4/6,43138.51947,41874.58975
2022/4/5,45573.53741,42547.12569
2022/4/4,46605.60297,43285.03065
2022/4/3,46430.69671,43856.96993
2022/4/2,45845.95756,44218.60405
2022/4/1,46231.00476,44584.49509
2022/3/31,45540.82639,44758.3735
2022/3/30,47100.45937,45184.2073
2022/3/29,47498.66565,45605.01791
2022/3/28,46888.22115,45838.32759
2022/3/27,46842.71955,46020.94431
2022/3/26,44533.21742,45750.44851
2022/3/25,44365.18255,45498.58197
2022/3/24,43948.89113,45216.82
2022/3/23,42925.97798,44800.30327
2022/3/22,42376.74422,44359.65617
2022/3/21,41051.83346,43758.23386
2022/3/20,41252.05199,43302.56443
2022/3/19,42166.22954,43095.95808
2022/3/18,41767.09817,42854.34719
2022/3/17,40958.22516,42509.59773
2022/3/16,41147.27989,42261.90358
2022/3/15,39302.01679,41723.74234
2022/3/14,39599.02437,41337.42998
2022/3/13,37824.35153,40698.68845
2022/3/12,38875.98605,40367.28801
2022/3/11,38770.04591,40076.88036
2022/3/10,39461.35102,39964.96593
2022/3/9,41955.06532,40326.80218
2022/3/8,38724.82009,40035.53271
2022/3/7,37991.87947,39663.9594
2022/3/6,38385.18525,39431.455
2022/3/5,39409.21247,39427.41091
2022/3/4,39120.0424,39371.52572
2022/3/3,42450.88343,39931.40894
2022/3/2,43938.47684,40659.96674
2022/3/1,44359.8712,41332.67664
2022/2/28,43181.1437,41668.76156
2022/2/27,37714.48389,40949.80199
2022/2/26,39033.5353,40601.38986
2022/2/25,39219.47676,40350.13293
2022/2/24,38296.16593,39976.68439
2022/2/23,37287.48634,39487.73929
2022/2/22,38302.8439,39272.30376
2022/2/21,37003.15356,38859.731
2022/2/20,38464.8528,38787.93496
2022/2/19,40112.55953,39028.77579
2022/2/18,39976.23595,39201.04128
2022/2/17,40491.0412,39435.58672
2022/2/16,43997.7116,40265.06397
2022/2/15,44602.5315,41053.69443
2022/2/14,42594.9419,41333.92124
2022/2/13,42235.5136,41497.84712
2022/2/12,42126.3511,41612.12057
2022/2/11,42377.6527,41751.30823
2022/2/10,43524.37792,42073.68454
2022/2/9,44283.9142,42475.54448
2022/2/8,44082.39258,42767.69868
2022/2/7,43905.99798,42974.66219
2022/2/6,42388.07234,42868.00949
2022/2/5,41360.0538,42593.83573
2022/2/4,41653.56036,42422.87657
2022/2/3,37027.78,41441.94992
2022/2/2,36835.9015,40604.48657
2022/2/1,38761.9683,40269.48325
2022/1/31,38472.00624,39942.66925
2022/1/30,37937.339,39578.06375
2022/1/29,38131.8236,39315.11099
2022/1/28,37784.7229,39036.85861
2022/1/27,37201.84235,38703.21929
2022/1/26,36775.5295,38352.73024
2022/1/25,36948.63103,38097.43947
2022/1/24,36705.9179,37844.43555
2022/1/23,36231.1426,37551.10956
2022/1/22,35015.93463,37090.16866
2022/1/21,36400.668,36964.80491
2022/1/20,40673.94412,37639.19385
2022/1/19,41676.49878,38373.24929
2022/1/18,42352.1359,39096.68322
2022/1/17,42199.00911,39660.74247
2022/1/16,43104.67713,40286.91241
2022/1/15,43145.30763,40806.62063
2022/1/14,43068.72658,41217.91262
2022/1/13,42580.3303,41465.62493
2022/1/12,43900.027,41908.24349
2022/1/11,42674.2972,42047.52598
2022/1/10,41786.2184,42000.01551
2022/1/9,41880.90095,41978.35832
2022/1/8,41752.93,41937.37135
2022/1/7,41512.9242,41860.19914
2022/1/6,43119.06386,42089.08364
2022/1/5,43529.7281,42351.01899
2022/1/4,45884.45966,42993.46275
2022/1/3,46424.346,43617.25971
2022/1/2,47313.6322,44289.32743
2022/1/1,47544.4994,44881.17688
2021/12/31,46304.94959,45140.04465
2021/12/30,47161.0092,45507.49275
2021/12/29,46408.30267,45671.27637
2021/12/28,47637.8884,46028.84219
2021/12/27,50650.17144,46869.08388
2021/12/26,50799.97886,47583.79205
2021/12/25,50629.98124,48137.64463
2021/12/24,50771.9277,48616.60519
2021/12/23,50795.70373,49012.80493
2021/12/22,48648.50605,48946.56877
2021/12/21,48938.9095,48945.17617
2021/12/20,46878.42809,48569.40379
2021/12/19,46686.4963,48227.05698
2021/12/18,46871.01844,47980.50452
2021/12/17,46305.32715,47675.92681
2021/12/16,47709.1644,47681.97001
2021/12/15,48787.2417,47882.9285
2021/12/14,48395.29567,47976.08617
2021/12/13,46745.6254,47752.36603
2021/12/12,50116.99176,48182.29798
2021/12/11,49286.36663,48383.03773
2021/12/10,47092.3307,48148.36373
2021/12/9,47834.99429,48091.38747
2021/12/8,50471.21696,48524.08374
2021/12/7,50559.94761,48894.24081
2021/12/6,50453.04698,49177.66011
2021/12/5,49217.9124,49184.97871
2021/12/4,49014.11288,49153.91219
2021/12/3,53708.6772,49982.05129
2021/12/2,56405.66892,51149.98176
2021/12/1,57173.0795,52245.09044
2021/11/30,57030.12565,53115.09685
2021/11/29,57876.49424,53980.80546
2021/11/28,57158.66834,54558.59871
2021/11/27,54487.45022,54545.66262
2021/11/26,53663.60159,54385.28789
2021/11/25,58907.05076,55207.42659
2021/11/24,57103.4606,55552.16005
2021/11/23,57672.52894,55937.68167
2021/11/22,56369.5245,56016.19855
2021/11/21,58681.09231,56500.72468
2021/11/20,59815.37361,57103.38813
2021/11/19,58046.88915,57274.93377
2021/11/18,56749.2716,57179.35883
2021/11/17,60338.9249,57753.82539
2021/11/16,60189.9985,58196.76595
2021/11/15,63715.76978,59200.22119
2021/11/14,65255.04686,60301.09859
2021/11/13,64471.04362,61059.27041
2021/11/12,64315.36364,61651.28736
2021/11/11,64800.36102,62223.84621
2021/11/10,64871.25216,62705.19274
2021/11/9,66913.3364,63470.30977
2021/11/8,67500.02474,64202.98522
2021/11/7,63180.13308,64017.0121
2021/11/6,61416.30848,63544.1569
2021/11/5,61026.01799,63086.31346
2021/11/4,61367.93383,62773.8808
2021/11/3,62941.48199,62804.35375
2021/11/2,63175.51239,62871.83713
2021/11/1,61065.03107,62543.32694
2021/10/31,61339.97564,62324.5358
2021/10/30,61661.28735,62203.94517
2021/10/29,62220.29366,62206.91762
2021/10/28,60438.74647,61885.43196
2021/10/27,58681.0152,61302.81073
2021/10/26,60396.4959,61138.02622
2021/10/25,62989.5447,61474.66594
2021/10/24,60849.6164,61361.02057
2021/10/23,61238.6222,61338.76632
2021/10/22,60694.00001,61221.53608
2021/10/21,62298.09301,61417.2737
2021/10/20,65986.30294,62248.00629
2021/10/19,64217.0839,62606.0204
2021/10/18,61953.2331,62487.3318
2021/10/17,61582.25155,62322.77176
2021/10/16,60860.89184,62056.97541
2021/10/15,61526.33413,61960.49518
2021/10/14,57351.73842,61122.5394
2021/10/13,57357.6067,60438.00618
2021/10/12,56035.85825,59637.61565
2021/10/11,57399.22647,59230.6358
2021/10/10,54689.5713,58404.98771
2021/10/9,55102.17221,57804.4758
2021/10/8,53892.9323,57093.28607
2021/10/7,53809.13817,56496.16827
2021/10/6,55385.44519,56294.21862
2021/10/5,51545.04937,55430.7333
2021/10/4,49176.7613,54293.64748
2021/10/3,48144.1454,53175.5562
2021/10/2,47710.5155,52181.91243
2021/10/1,48080.37284,51436.17796
2021/9/30,43797.5922,50047.34419
2021/9/29,41543.6399,48501.21613
2021/9/28,40909.3105,47120.86966
2021/9/27,42278.30996,46240.40426
2021/9/26,43209.8655,45689.39721
2021/9/25,42718.93784,45149.31369
2021/9/24,42748.0353,44712.71762
2021/9/23,44844.228,44736.6286
2021/9/22,43579.97298,44526.32757
2021/9/21,40538.4344,43801.25609
2021/9/20,42966.0101,43649.39318
2021/9/19,47201.5018,44295.23111
2021/9/18,48210.7774,45007.14862
2021/9/17,47197.5518,45405.40374
2021/9/16,47816.2504,45843.7395
2021/9/15,48092.9703,46252.69055
2021/9/14,47012.9104,46390.91234
2021/9/13,44990.02141,46136.2049
2021/9/12,46058.0015,46121.9861
2021/9/11,45096.0509,45935.45243
2021/9/10,44833.0831,45735.02164
2021/9/9,46319.9526,45841.37272
2021/9/8,45972.9463,45865.29519
2021/9/7,46881.9971,46050.15009
2021/9/6,52639.2443,47248.16722
2021/9/5,51698.7267,48057.35985
2021/9/4,49974.09728,48405.85756
2021/9/3,49987.63657,48693.45375
2021/9/2,49318.558,48807.10906
2021/9/1,48744.6322,48795.74963
2021/8/31,47225.2696,48510.20781
2021/8/30,47020.6765,48239.38394
2021/8/29,48876.7643,48355.27127
2021/8/28,48864.0249,48447.77193
2021/8/27,49005.9495,48549.25876
2021/8/26,47130.6185,48291.32417
2021/8/25,48939.9658,48409.25901
2021/8/24,47734.0314,48286.49036
2021/8/23,49486.4032,48504.65633
2021/8/22,49223.94712,48635.43647
2021/8/21,49000.4242,48701.79788
2021/8/20,49270.61315,48805.21883
2021/8/19,46666.8683,48416.42783
2021/8/18,44856.0324,47769.08321
2021/8/17,44569.5598,47187.35168
2021/8/16,45906.7425,46954.51364
2021/8/15,47057.4919,46973.23696
2021/8/14,47053.5097,46987.83201
2021/8/13,47799.97212,47135.49385
2021/8/12,44434.3365,46644.37433
2021/8/11,45670.172,46467.24663
2021/8/10,45543.91666,46299.36846
2021/8/9,46265.47428,46293.20588
2021/8/8,43780.2388,45836.30277
2021/8/7,44665.77153,45623.47891
2021/8/6,42792.7879,45108.80782
2021/8/5,40849.95098,44334.47021
2021/8/4,39772.4717,43505.01594
2021/8/3,38255.05,42550.47668
2021/8/2,39153.01029,41932.75552
2021/8/1,40120.70072,41603.29101
2021/7/31,41700.99674,41621.05569
2021/7/30,42094.78,41707.18738
2021/7/29,39993.53,41395.61331
2021/7/28,39999.97,41141.85998
2021/7/27,39184.61,40785.99635
2021/7/26,37211.42,40136.07338
2021/7/25,35227.35,39243.57822
2021/7/24,34211.77,38328.704
2021/7/23,33506.09382,37451.86578
2021/7/22,32338.55,36522.172
2021/7/21,32142.94,35725.948
2021/7/20,29759.93,34641.21746
2021/7/19,30851.95,33952.25974
2021/7/18,31813,33563.30342
2021/7/17,31570.17,33200.91553
2021/7/16,31385.55,32870.84907
2021/7/15,31641.44705,32647.32143
2021/7/14,32776.13963,32670.74292
2021/7/13,32567.57251,32651.98466
2021/7/12,33219.352,32755.14236
2021/7/11,34249.77404,33026.89357
2021/7/10,33548.81733,33121.7888
2021/7/9,33866.19638,33257.13563
2021/7/8,32837.96027,33180.92193
2021/7/7,33867.46512,33305.74797
2021/7/6,34106.80638,33451.39495
2021/7/5,33866.54475,33526.87673
2021/7/4,35312.38754,33851.51506
2021/7/3,34698.30313,34005.47653
2021/7/2,33846.00709,33976.48209
2021/7/1,33628.67,33913.24352
2021/6/30,35060.42897,34121.8227
2021/6/29,35840.38647,34434.28884
2021/6/28,34439.12,34435.16723
2021/6/27,34579.03,34461.3241
2021/6/26,31858.58,33988.0979
2021/6/25,31708.50893,33573.62718
2021/6/24,34580.35118,33756.6679
2021/6/23,33646.15,33736.57374
2021/6/22,32366.97,33487.55488
2021/6/21,31606.39,33145.5249
2021/6/20,35648.51716,33600.6144
2021/6/19,35635.38,33970.57178
2021/6/18,35577.47,34262.7351
2021/6/17,38082.08,34957.16144
2021/6/16,38290.04332,35563.13996
2021/6/15,40204.51,36407.02543
2021/6/14,40499.97,37151.19717
2021/6/13,38990,37485.52495
2021/6/12,35538.3,37131.48405
2021/6/11,37200.35,37144.00513
2021/6/10,36870.06,37094.19693
2021/6/9,37345.04492,37139.80565
2021/6/8,33369.13806,36454.22973
2021/6/7,33550.00408,35926.1887
2021/6/6,35781.01,35899.79257
2021/6/5,35510.26,35828.96847
2021/6/4,36908.14,36025.18148
2021/6/3,39152.71,36593.82303
2021/6/2,37622.43,36780.84248
2021/6/1,36606.39,36749.12384
2021/5/31,37303.75009,36849.96498
2021/5/30,35618.15758,36626
2021/5/29,34523.41,36243.71091
2021/5/28,35670.7,36139.52711
2021/5/27,38479.69228,36565.01168
2021/5/26,39184.76165,37041.32986
2021/5/25,38165.78818,37245.77683
2021/5/24,38619.3971,37495.52597
2021/5/23,34834.68224,37011.7362
2021/5/22,37555,37110.51144
2021/5/21,37242.9427,37134.58985
2021/5/20,40389.77811,37726.44226
2021/5/19,36974.61474,37589.74635
2021/5/18,43019.7743,38577.02416
2021/5/17,43590.92217,39488.64198
2021/5/16,46395.05,40744.35253
2021/5/15,46786.61,41842.94479
2021/5/14,49884.92,43305.1221
2021/5/13,49655.62103,44459.75827
2021/5/12,50482.43448,45554.79031
2021/5/11,56721.83384,47585.16186
2021/5/10,55772.28125,49073.72902
2021/5/9,58169.72762,50727.54695
2021/5/8,58711.17203,52179.11515
2021/5/7,57339.55,53117.37603
2021/5/6,56484.49,53729.57857
2021/5/5,57338.36,54385.72065
2021/5/4,53329.38764,54193.6601
2021/5/3,57211.40864,54742.34165
2021/5/2,56563.76,55073.50863
2021/5/1,57793.51887,55568.05594
2021/4/30,57758.64693,55966.34521
2021/4/29,53610.42906,55537.99682
2021/4/28,54766.5393,55397.73182
2021/4/27,54924.0147,55311.60143
2021/4/26,53954.40657,55064.83873
2021/4/25,48987.68164,53959.90108
2021/4/24,50007.71595,53241.32196
2021/4/23,51020.04115,52837.45272
2021/4/22,51843.6798,52656.76674
2021/4/21,53889.33,52880.86915
2021/4/20,56363.62,53514.09658
2021/4/19,55653.24487,53903.03263
2021/4/18,56037.12872,54291.0501
2021/4/17,60078.27,55343.2719
2021/4/16,61504.76862,56463.54403
2021/4/15,63183.14,57685.28875
2021/4/14,62628.97594,58584.14097
2021/4/13,63528.48,59483.1117
2021/4/12,59940.53,59566.27867
2021/4/11,60018.28649,59648.46191
2021/4/10,59747.4368,59666.45734
2021/4/9,58159.44,59392.45419
2021/4/8,58019.88,59142.89525
2021/4/7,56073.47156,58584.81821
2021/4/6,58093.23833,58495.44005
2021/4/5,58777.73936,58546.7672
2021/4/4,58215.19,58486.48043
2021/4/3,57139.13796,58241.50908
2021/4/2,58963.3276,58372.74881
2021/4/1,58755.61518,58442.36088
2021/3/31,58719.45437,58492.74151
2021/3/30,58693.94856,58529.32461
2021/3/29,57664.85097,58372.14758
2021/3/28,55861.95,57915.74802
2021/3/27,55917.88011,57552.49931
2021/3/26,55002.76979,57088.91213
2021/3/25,51412.19201,56056.7812
2021/3/24,52584.7854,55425.50923
2021/3/23,54599.96181,55275.4097
2021/3/22,54249.99078,55088.9699
2021/3/21,57392.2057,55507.74004
2021/3/20,58219.82,56000.84549
2021/3/19,58091.62367,56380.98698
2021/3/18,57687.52056,56618.53854
2021/3/17,58711.97874,56999.16403
2021/3/16,56455.99844,56900.40665
2021/3/15,55723.94916,56686.50529
2021/3/14,59380.01894,57176.23504
2021/3/13,61297.99739,57925.64638
2021/3/12,57278.15502,57807.92068
2021/3/11,57633.69981,57776.24416
2021/3/10,55998.73927,57453.06145
2021/3/9,54759.46169,56963.31604
2021/3/8,52326.86244,56120.32448
2021/3/7,51409.22675,55263.76125
2021/3/6,48884.80043,54103.95019
2021/3/5,48901.91568,53158.12574
2021/3/4,48523.77958,52315.51734
2021/3/3,50593.57978,52002.43779
2021/3/2,48245.59608,51319.37566
2021/3/1,49557.93686,50999.11406
2021/2/28,44986.74483,49905.95602
2021/2/27,46202.31375,49232.56651
2021/2/26,46205.25772,48682.14673
2021/2/25,47372.37799,48444.00696
2021/2/24,49577.66705,48650.12698
2021/2/23,48514.38215,48625.4461
2021/2/22,54153.65519,49630.57503
2021/2/21,57367.94614,51037.36977
2021/2/20,56008.78744,51941.26389
2021/2/19,55795.15505,52641.97138
2021/2/18,51656.84687,52462.85783
2021/2/17,52127.62093,52401.90567
2021/2/16,49261.05077,51830.84114
2021/2/15,47981.97749,51131.04775
2021/2/14,48673.32971,50684.18992
2021/2/13,47056.76956,50024.65895
2021/2/12,47622.56892,49587.91531
2021/2/11,47680.42444,49241.09879
2021/2/10,44866.50228,48445.7176
2021/2/9,46511.52058,48094.04542
2021/2/8,46225.49641,47754.30923
2021/2/7,38888.63824,46142.36905
2021/2/6,39191.50755,44878.57605
2021/2/5,37945.96447,43618.10122
2021/2/4,36938.03487,42403.5437
2021/2/3,37551.93435,41521.43291
2021/2/2,35507.12771,40427.92287
2021/2/1,33513.4412,39170.74439
2021/1/31,33136.13947,38073.54349
2021/1/30,34333.10794,37393.4643
2021/1/29,34241.18685,36820.32295
2021/1/28,33117.57284,36147.09565
2021/1/27,30305.34378,35084.95895
2021/1/26,32577.7687,34629.10618
2021/1/25,32272.78384,34200.68393
2021/1/24,32261.74435,33848.14946
2021/1/23,32045.83959,33520.45676
2021/1/22,32836.13558,33396.03473
2021/1/21,30892.80236,32940.90157
2021/1/20,35636.11099,33430.93965
2021/1/19,36177.48749,33930.31198
2021/1/18,36714.8432,34436.59038
2021/1/17,35786.41703,34682.01341
2021/1/16,36178.18021,34954.04374
2021/1/15,36678.9504,35267.66313
2021/1/14,39304.68621,36001.66733
2021/1/13,37359.33216,36248.51548
2021/1/12,33949.39683,35830.49391
2021/1/11,35569.7227,35783.08096
2021/1/10,38299.0196,36240.52435
2021/1/9,40129.0005,36947.52001
2021/1/8,40703.29054,37630.38738
2021/1/7,39493.12851,37969.06759
2021/1/6,36904.21825,37775.45862
2021/1/5,33965.16042,37082.67713
2021/1/4,31973.83215,36153.79622
2021/1/3,32877.60728,35558.1255
2021/1/2,32093.26496,34928.15086
2021/1/1,29300.19094,33904.88542
2020/12/31,28977.96182,33009.08113
2020/12/30,28810.02049,32245.61556
2020/12/29,27392.54055,31363.23828
2020/12/28,27147.36675,30596.71619
2020/12/27,26326.48184,29820.30994
2020/12/26,26446.97357,29206.97606
2020/12/25,24652.03652,28378.80523
2020/12/24,23733.03049,27534.11891
2020/12/23,23261.7852,26757.33097
2020/12/22,23801.64017,26219.93264
2020/12/21,22882.15792,25613.06451
