Date,Close,EMA,Google_trends
2022/10/9,19436.3351,19280.42506,19.32258065
2022/10/8,19401.0105,19302.34969,19.03225806
2022/10/7,19533.02825,19344.29124,18.74193548
2022/10/6,19948.2219,19454.09682,18.4516129
2022/10/5,20168.6041,19584.00723,18.16129032
2022/10/4,20339.726,19721.41064,17.87096774
2022/10/3,19610.3879,19701.22469,17.58064516
2022/10/2,19035.34988,19580.15654,17.29032258
2022/10/1,19305.1719,19530.15934,17
2022/9/30,19449.60774,19515.51359,17.13333333
2022/9/29,19593.33746,19529.66339,17.26666667
2022/9/28,19399.48878,19505.99528,17.4
2022/9/27,19098.47982,19431.90156,17.53333333
2022/9/26,19238.7536,19396.78375,17.66666667
2022/9/25,18814.0516,19290.83245,17.8
2022/9/24,18931.73411,19225.54184,17.93333333
2022/9/23,19245.96942,19229.25595,18.06666667
2022/9/22,19429.13269,19265.59717,18.2
2022/9/21,18501.82049,19126.72869,18.33333333
2022/9/20,18873.2005,19080.63265,18.46666667
2022/9/19,19576.6372,19170.8153,18.6
2022/9/18,19393.59391,19211.3205,18.73333333
2022/9/17,20123.64055,19377.19687,18.86666667
2022/9/16,19756.26819,19446.11893,19
2022/9/15,19662.3883,19485.44063,19.13333333
2022/9/14,20251.71983,19624.76412,19.26666667
2022/9/13,20172.39246,19724.33291,19.4
2022/9/12,22387.93863,20208.62486,19.53333333
2022/9/11,21789.45241,20496.04805,19.66666667
2022/9/10,21661.704,20707.9855,19.8
2022/9/9,21370.64087,20828.46829,19.93333333
2022/9/8,19318.4204,20553.91413,20.06666667
2022/9/7,19275.30356,20321.43948,20.2
2022/9/6,18812.06104,20047.00704,20.33333333
2022/9/5,19808.09596,20003.56866,20.46666667
2022/9/4,19975.3081,19998.43037,20.6
2022/9/3,19834.79562,19968.6786,20.73333333
2022/9/2,19927.5466,19961.20006,20.86666667
2022/9/1,20145.5884,19994.72521,21
2022/8/31,20046.9471,20004.2201,21.03225806
2022/8/30,19768.0653,19961.28286,21.06451613
2022/8/29,20280.87118,20019.38983,21.09677419
2022/8/28,19606.7351,19944.3617,21.12903226
2022/8/27,20050.5705,19963.67239,21.16129032
2022/8/26,20215.51485,20009.46193,21.19354839
2022/8/25,21591.28483,20297.06609,21.22580645
2022/8/24,21378.10481,20493.61859,21.25806452
2022/8/23,21516.13082,20679.5299,21.29032258
2022/8/22,21418.635,20813.91265,21.32258065
2022/8/21,21515.70635,20941.5115,21.35483871
2022/8/20,21163.4085,20981.85641,21.38709677
2022/8/19,20840.72427,20956.19602,21.41935484
2022/8/18,23206.1852,21365.28496,21.4516129
2022/8/17,23311.75915,21719.18936,21.48387097
2022/8/16,23889.74606,22113.83603,21.51612903
2022/8/15,24146.6057,22483.43052,21.5483871
2022/8/14,24323.00217,22817.89809,21.58064516
2022/8/13,24427.97318,23110.63902,21.61290323
2022/8/12,24395.938,23344.32974,21.64516129
2022/8/11,23928.9778,23450.62939,21.67741935
2022/8/10,23940.2045,23539.64304,21.70967742
2022/8/9,23158.6991,23470.38051,21.74193548
2022/8/8,23792.955,23529.03042,21.77419355
2022/8/7,23170.70242,23463.87987,21.80645161
2022/8/6,22938.3603,23368.33086,21.83870968
2022/8/5,23225.78975,23342.41429,21.87096774
2022/8/4,22635.52,23213.88806,21.90322581
2022/8/3,22812.3048,23140.87292,21.93548387
2022/8/2,22963.82554,23108.68249,21.96774194
2022/8/1,23311.59284,23145.57528,22
2022/7/31,23314.4296,23176.27606,22.32258065
2022/7/30,23642.24323,23260.99737,22.64516129
2022/7/29,23746.2734,23349.22937,22.96774194
2022/7/28,23847.01344,23439.73557,23.29032258
2022/7/27,22943.12042,23349.44191,23.61290323
2022/7/26,21206.71524,22959.85524,23.93548387
2022/7/25,21340.4673,22665.42107,24.25806452
2022/7/24,22600.78471,22653.669,24.58064516
2022/7/23,22471.3157,22620.51386,24.90322581
2022/7/22,22701.085,22635.16316,25.22580645
2022/7/21,23180.0875,22734.24031,25.5483871
2022/7/20,23244.5742,22827.02829,25.87096774
2022/7/19,23407.3451,22932.54044,26.19354839
2022/7/18,22440.03658,22842.99428,26.51612903
2022/7/17,20769.40226,22465.97755,26.83870968
2022/7/16,21192.11367,22234.36594,27.16129032
2022/7/15,20831.31137,21979.26511,27.48387097
2022/7/14,20587.5358,21726.22341,27.80645161
2022/7/13,20187.1528,21446.39239,28.12903226
2022/7/12,19313.26076,21058.55028,28.4516129
2022/7/11,19992.29457,20864.6856,28.77419355
2022/7/10,20857.65584,20863.40747,29.09677419
2022/7/9,21592.74175,20996.0137,29.41935484
2022/7/8,21801.08221,21142.38979,29.74193548
2022/7/7,21647.16593,21234.16727,30.06451613
2022/7/6,20557.53555,21111.14332,30.38709677
2022/7/5,20185.96233,20942.92859,30.70967742
2022/7/4,20255.6454,20817.96801,31.03225806
2022/7/3,19310.0755,20543.80574,31.35483871
2022/7/2,19246.50949,20307.93369,31.67741935
2022/7/1,19336.10444,20131.23747,32
2022/6/30,19816.74636,20074.05726,32.3
2022/6/29,20101.12,20078.97776,32.6
2022/6/28,20293.4508,20117.97286,32.9
2022/6/27,20732.9834,20229.79296,33.2
2022/6/26,21029.2163,20375.14266,33.5
2022/6/25,21499.97104,20579.65691,33.8
2022/6/24,21279.53233,20706.90698,34.1
2022/6/23,21075.1688,20773.86368,34.4
2022/6/22,19976.05359,20628.8073,34.7
2022/6/21,20739.94339,20649.01386,35
2022/6/20,20672.8011,20653.33881,35.3
2022/6/19,20554.9027,20635.44134,35.6
2022/6/18,19007.5031,20339.45257,35.9
2022/6/17,20468.2145,20362.86383,36.2
2022/6/16,20383.6889,20366.6502,36.5
2022/6/15,22490.59073,20752.82121,36.8
2022/6/14,22209.515,21017.67463,37.1
2022/6/13,22509.0994,21288.84277,37.4
2022/6/12,26704.72936,22273.54942,37.7
2022/6/11,28399.9749,23387.44496,38
2022/6/10,29082.53195,24422.91532,38.3
2022/6/9,30111.70675,25457.24104,38.6
2022/6/8,30204.54858,26320.38786,38.9
2022/6/7,31193.0692,27206.32992,39.2
2022/6/6,31367.4226,27962.89223,39.5
2022/6/5,29909.21037,28316.76826,39.8
2022/6/4,29840.07522,28593.73316,40.1
2022/6/3,29717.55805,28798.06496,40.4
2022/6/2,30441.46505,29096.86497,40.7
2022/6/1,29789.42113,29222.78427,41
2022/5/31,31852.83438,29700.9752,40.80645161
2022/5/30,31720.0295,30068.07598,40.61290323
2022/5/29,29445.7241,29954.9211,40.41935484
2022/5/28,29047.06027,29789.85549,40.22580645
2022/5/27,28606.47447,29574.69531,40.03225806
2022/5/26,29353.61926,29534.49966,39.83870968
2022/5/25,29557.53374,29538.68768,39.64516129
2022/5/24,29674.1123,29563.31033,39.4516129
2022/5/23,29114.08113,29481.6323,39.25806452
2022/5/22,30366.04222,29642.4341,39.06451613
2022/5/21,29449.98556,29607.44346,38.87096774
2022/5/20,29234.03291,29539.55063,38.67741935
2022/5/19,30376.33148,29691.6926,38.48387097
2022/5/18,28760.1539,29522.32193,38.29032258
2022/5/17,30452.62433,29691.46782,38.09677419
2022/5/16,29880.54816,29725.84606,37.90322581
2022/5/15,31333.76562,30018.19507,37.70967742
2022/5/14,30123.7756,30037.39153,37.51612903
2022/5/13,29250.004,29894.23016,37.32258065
2022/5/12,29130.0386,29755.28624,37.12903226
2022/5/11,28984.5358,29615.1498,36.93548387
2022/5/10,31024.7033,29871.43225,36.74193548
2022/5/9,30363.86562,29960.96559,36.5483871
2022/5/8,33933.54281,30683.25236,36.35483871
2022/5/7,35552.564,31568.58175,36.16129032
2022/5/6,36033.0634,32380.30569,35.96774194
2022/5/5,36568.7596,33141.84276,35.77419355
2022/5/4,39699.03396,34334.05934,35.58064516
2022/5/3,37732.29975,34951.92123,35.38709677
2022/5/2,38503.90959,35597.7373,35.19354839
2022/5/1,38467.094,36119.43852,35
2022/4/30,37660.45292,36399.62295,34.6
2022/4/29,38592.00442,36798.23777,34.2
2022/4/28,39749.9386,37334.91065,33.8
2022/4/27,39248.43928,37682.82494,33.4
2022/4/26,38026.74626,37745.35609,33
2022/4/25,40475.27521,38241.70502,32.6
2022/4/24,39479.99697,38466.84901,32.2
2022/4/23,39419.5301,38640.06376,31.8
2022/4/22,39757.5541,38843.24382,31.4
2022/4/21,40528.7777,39149.70452,31
2022/4/20,41363.50366,39552.21346,30.6
2022/4/19,41504.4185,39907.15983,30.2
2022/4/18,40826.6711,40074.3437,29.8
2022/4/17,39678.0001,40002.28122,29.4
2022/4/16,40386.5108,40072.14115,29
2022/4/15,40558.127,40160.50221,28.6
2022/4/14,39909.71687,40114.90488,28.2
2022/4/13,41160.0481,40304.93092,27.8
2022/4/12,40169.21512,40280.25532,27.4
2022/4/11,39456.93304,40130.56036,27
2022/4/10,42242.7841,40514.60104,26.6
2022/4/9,42788.71116,40928.07561,26.2
2022/4/8,42283.4292,41174.50353,25.8
2022/4/7,43480.17472,41593.71648,25.4
2022/4/6,43138.51947,41874.58975,25
2022/4/5,45573.53741,42547.12569,24.6
2022/4/4,46605.60297,43285.03065,24.2
2022/4/3,46430.69671,43856.96993,23.8
2022/4/2,45845.95756,44218.60405,23.4
2022/4/1,46231.00476,44584.49509,23
2022/3/31,45540.82639,44758.3735,23.22580645
2022/3/30,47100.45937,45184.2073,23.4516129
2022/3/29,47498.66565,45605.01791,23.67741935
2022/3/28,46888.22115,45838.32759,23.90322581
2022/3/27,46842.71955,46020.94431,24.12903226
2022/3/26,44533.21742,45750.44851,24.35483871
2022/3/25,44365.18255,45498.58197,24.58064516
2022/3/24,43948.89113,45216.82,24.80645161
2022/3/23,42925.97798,44800.30327,25.03225806
2022/3/22,42376.74422,44359.65617,25.25806452
2022/3/21,41051.83346,43758.23386,25.48387097
2022/3/20,41252.05199,43302.56443,25.70967742
2022/3/19,42166.22954,43095.95808,25.93548387
2022/3/18,41767.09817,42854.34719,26.16129032
2022/3/17,40958.22516,42509.59773,26.38709677
2022/3/16,41147.27989,42261.90358,26.61290323
2022/3/15,39302.01679,41723.74234,26.83870968
2022/3/14,39599.02437,41337.42998,27.06451613
2022/3/13,37824.35153,40698.68845,27.29032258
2022/3/12,38875.98605,40367.28801,27.51612903
2022/3/11,38770.04591,40076.88036,27.74193548
2022/3/10,39461.35102,39964.96593,27.96774194
2022/3/9,41955.06532,40326.80218,28.19354839
2022/3/8,38724.82009,40035.53271,28.41935484
2022/3/7,37991.87947,39663.9594,28.64516129
2022/3/6,38385.18525,39431.455,28.87096774
2022/3/5,39409.21247,39427.41091,29.09677419
2022/3/4,39120.0424,39371.52572,29.32258065
2022/3/3,42450.88343,39931.40894,29.5483871
2022/3/2,43938.47684,40659.96674,29.77419355
2022/3/1,44359.8712,41332.67664,30
2022/2/28,43181.1437,41668.76156,30.17857143
2022/2/27,37714.48389,40949.80199,30.35714286
2022/2/26,39033.5353,40601.38986,30.53571429
2022/2/25,39219.47676,40350.13293,30.71428571
2022/2/24,38296.16593,39976.68439,30.89285714
2022/2/23,37287.48634,39487.73929,31.07142857
2022/2/22,38302.8439,39272.30376,31.25
2022/2/21,37003.15356,38859.731,31.42857143
2022/2/20,38464.8528,38787.93496,31.60714286
2022/2/19,40112.55953,39028.77579,31.78571429
2022/2/18,39976.23595,39201.04128,31.96428571
2022/2/17,40491.0412,39435.58672,32.14285714
2022/2/16,43997.7116,40265.06397,32.32142857
2022/2/15,44602.5315,41053.69443,32.5
2022/2/14,42594.9419,41333.92124,32.67857143
2022/2/13,42235.5136,41497.84712,32.85714286
2022/2/12,42126.3511,41612.12057,33.03571429
2022/2/11,42377.6527,41751.30823,33.21428571
2022/2/10,43524.37792,42073.68454,33.39285714
2022/2/9,44283.9142,42475.54448,33.57142857
2022/2/8,44082.39258,42767.69868,33.75
2022/2/7,43905.99798,42974.66219,33.92857143
2022/2/6,42388.07234,42868.00949,34.10714286
2022/2/5,41360.0538,42593.83573,34.28571429
2022/2/4,41653.56036,42422.87657,34.46428571
2022/2/3,37027.78,41441.94992,34.64285714
2022/2/2,36835.9015,40604.48657,34.82142857
2022/2/1,38761.9683,40269.48325,35
2022/1/31,38472.00624,39942.66925,35.25806452
2022/1/30,37937.339,39578.06375,35.51612903
2022/1/29,38131.8236,39315.11099,35.77419355
2022/1/28,37784.7229,39036.85861,36.03225806
2022/1/27,37201.84235,38703.21929,36.29032258
2022/1/26,36775.5295,38352.73024,36.5483871
2022/1/25,36948.63103,38097.43947,36.80645161
2022/1/24,36705.9179,37844.43555,37.06451613
2022/1/23,36231.1426,37551.10956,37.32258065
2022/1/22,35015.93463,37090.16866,37.58064516
2022/1/21,36400.668,36964.80491,37.83870968
2022/1/20,40673.94412,37639.19385,38.09677419
2022/1/19,41676.49878,38373.24929,38.35483871
2022/1/18,42352.1359,39096.68322,38.61290323
2022/1/17,42199.00911,39660.74247,38.87096774
2022/1/16,43104.67713,40286.91241,39.12903226
2022/1/15,43145.30763,40806.62063,39.38709677
2022/1/14,43068.72658,41217.91262,39.64516129
2022/1/13,42580.3303,41465.62493,39.90322581
2022/1/12,43900.027,41908.24349,40.16129032
2022/1/11,42674.2972,42047.52598,40.41935484
2022/1/10,41786.2184,42000.01551,40.67741935
2022/1/9,41880.90095,41978.35832,40.93548387
2022/1/8,41752.93,41937.37135,41.19354839
2022/1/7,41512.9242,41860.19914,41.4516129
2022/1/6,43119.06386,42089.08364,41.70967742
2022/1/5,43529.7281,42351.01899,41.96774194
2022/1/4,45884.45966,42993.46275,42.22580645
2022/1/3,46424.346,43617.25971,42.48387097
2022/1/2,47313.6322,44289.32743,42.74193548
2022/1/1,47544.4994,44881.17688,43
2021/12/31,46304.94959,45140.04465,42.70967742
2021/12/30,47161.0092,45507.49275,42.41935484
2021/12/29,46408.30267,45671.27637,42.12903226
2021/12/28,47637.8884,46028.84219,41.83870968
2021/12/27,50650.17144,46869.08388,41.5483871
2021/12/26,50799.97886,47583.79205,41.25806452
2021/12/25,50629.98124,48137.64463,40.96774194
2021/12/24,50771.9277,48616.60519,40.67741935
2021/12/23,50795.70373,49012.80493,40.38709677
2021/12/22,48648.50605,48946.56877,40.09677419
2021/12/21,48938.9095,48945.17617,39.80645161
2021/12/20,46878.42809,48569.40379,39.51612903
2021/12/19,46686.4963,48227.05698,39.22580645
2021/12/18,46871.01844,47980.50452,38.93548387
2021/12/17,46305.32715,47675.92681,38.64516129
2021/12/16,47709.1644,47681.97001,38.35483871
2021/12/15,48787.2417,47882.9285,38.06451613
2021/12/14,48395.29567,47976.08617,37.77419355
2021/12/13,46745.6254,47752.36603,37.48387097
2021/12/12,50116.99176,48182.29798,37.19354839
2021/12/11,49286.36663,48383.03773,36.90322581
2021/12/10,47092.3307,48148.36373,36.61290323
2021/12/9,47834.99429,48091.38747,36.32258065
2021/12/8,50471.21696,48524.08374,36.03225806
2021/12/7,50559.94761,48894.24081,35.74193548
2021/12/6,50453.04698,49177.66011,35.4516129
2021/12/5,49217.9124,49184.97871,35.16129032
2021/12/4,49014.11288,49153.91219,34.87096774
2021/12/3,53708.6772,49982.05129,34.58064516
2021/12/2,56405.66892,51149.98176,34.29032258
2021/12/1,57173.0795,52245.09044,34
2021/11/30,57030.12565,53115.09685,34
2021/11/29,57876.49424,53980.80546,34
2021/11/28,57158.66834,54558.59871,34
2021/11/27,54487.45022,54545.66262,34
2021/11/26,53663.60159,54385.28789,34
2021/11/25,58907.05076,55207.42659,34
2021/11/24,57103.4606,55552.16005,34
2021/11/23,57672.52894,55937.68167,34
2021/11/22,56369.5245,56016.19855,34
2021/11/21,58681.09231,56500.72468,34
2021/11/20,59815.37361,57103.38813,34
2021/11/19,58046.88915,57274.93377,34
2021/11/18,56749.2716,57179.35883,34
2021/11/17,60338.9249,57753.82539,34
2021/11/16,60189.9985,58196.76595,34
2021/11/15,63715.76978,59200.22119,34
2021/11/14,65255.04686,60301.09859,34
2021/11/13,64471.04362,61059.27041,34
2021/11/12,64315.36364,61651.28736,34
2021/11/11,64800.36102,62223.84621,34
2021/11/10,64871.25216,62705.19274,34
2021/11/9,66913.3364,63470.30977,34
2021/11/8,67500.02474,64202.98522,34
2021/11/7,63180.13308,64017.0121,34
2021/11/6,61416.30848,63544.1569,34
2021/11/5,61026.01799,63086.31346,34
2021/11/4,61367.93383,62773.8808,34
2021/11/3,62941.48199,62804.35375,34
2021/11/2,63175.51239,62871.83713,34
2021/11/1,61065.03107,62543.32694,34
2021/10/31,61339.97564,62324.5358,34.09677419
2021/10/30,61661.28735,62203.94517,34.19354839
2021/10/29,62220.29366,62206.91762,34.29032258
2021/10/28,60438.74647,61885.43196,34.38709677
2021/10/27,58681.0152,61302.81073,34.48387097
2021/10/26,60396.4959,61138.02622,34.58064516
2021/10/25,62989.5447,61474.66594,34.67741935
2021/10/24,60849.6164,61361.02057,34.77419355
2021/10/23,61238.6222,61338.76632,34.87096774
2021/10/22,60694.00001,61221.53608,34.96774194
2021/10/21,62298.09301,61417.2737,35.06451613
2021/10/20,65986.30294,62248.00629,35.16129032
2021/10/19,64217.0839,62606.0204,35.25806452
2021/10/18,61953.2331,62487.3318,35.35483871
2021/10/17,61582.25155,62322.77176,35.4516129
2021/10/16,60860.89184,62056.97541,35.5483871
2021/10/15,61526.33413,61960.49518,35.64516129
2021/10/14,57351.73842,61122.5394,35.74193548
2021/10/13,57357.6067,60438.00618,35.83870968
2021/10/12,56035.85825,59637.61565,35.93548387
2021/10/11,57399.22647,59230.6358,36.03225806
2021/10/10,54689.5713,58404.98771,36.12903226
2021/10/9,55102.17221,57804.4758,36.22580645
2021/10/8,53892.9323,57093.28607,36.32258065
2021/10/7,53809.13817,56496.16827,36.41935484
2021/10/6,55385.44519,56294.21862,36.51612903
2021/10/5,51545.04937,55430.7333,36.61290323
2021/10/4,49176.7613,54293.64748,36.70967742
2021/10/3,48144.1454,53175.5562,36.80645161
2021/10/2,47710.5155,52181.91243,36.90322581
2021/10/1,48080.37284,51436.17796,37
2021/9/30,43797.5922,50047.34419,36.76666667
2021/9/29,41543.6399,48501.21613,36.53333333
2021/9/28,40909.3105,47120.86966,36.3
2021/9/27,42278.30996,46240.40426,36.06666667
2021/9/26,43209.8655,45689.39721,35.83333333
2021/9/25,42718.93784,45149.31369,35.6
2021/9/24,42748.0353,44712.71762,35.36666667
2021/9/23,44844.228,44736.6286,35.13333333
2021/9/22,43579.97298,44526.32757,34.9
2021/9/21,40538.4344,43801.25609,34.66666667
2021/9/20,42966.0101,43649.39318,34.43333333
2021/9/19,47201.5018,44295.23111,34.2
2021/9/18,48210.7774,45007.14862,33.96666667
2021/9/17,47197.5518,45405.40374,33.73333333
2021/9/16,47816.2504,45843.7395,33.5
2021/9/15,48092.9703,46252.69055,33.26666667
2021/9/14,47012.9104,46390.91234,33.03333333
2021/9/13,44990.02141,46136.2049,32.8
2021/9/12,46058.0015,46121.9861,32.56666667
2021/9/11,45096.0509,45935.45243,32.33333333
2021/9/10,44833.0831,45735.02164,32.1
2021/9/9,46319.9526,45841.37272,31.86666667
2021/9/8,45972.9463,45865.29519,31.63333333
2021/9/7,46881.9971,46050.15009,31.4
2021/9/6,52639.2443,47248.16722,31.16666667
2021/9/5,51698.7267,48057.35985,30.93333333
2021/9/4,49974.09728,48405.85756,30.7
2021/9/3,49987.63657,48693.45375,30.46666667
2021/9/2,49318.558,48807.10906,30.23333333
2021/9/1,48744.6322,48795.74963,30
2021/8/31,47225.2696,48510.20781,30.06451613
2021/8/30,47020.6765,48239.38394,30.12903226
2021/8/29,48876.7643,48355.27127,30.19354839
2021/8/28,48864.0249,48447.77193,30.25806452
2021/8/27,49005.9495,48549.25876,30.32258065
2021/8/26,47130.6185,48291.32417,30.38709677
2021/8/25,48939.9658,48409.25901,30.4516129
2021/8/24,47734.0314,48286.49036,30.51612903
2021/8/23,49486.4032,48504.65633,30.58064516
2021/8/22,49223.94712,48635.43647,30.64516129
2021/8/21,49000.4242,48701.79788,30.70967742
2021/8/20,49270.61315,48805.21883,30.77419355
2021/8/19,46666.8683,48416.42783,30.83870968
2021/8/18,44856.0324,47769.08321,30.90322581
2021/8/17,44569.5598,47187.35168,30.96774194
2021/8/16,45906.7425,46954.51364,31.03225806
2021/8/15,47057.4919,46973.23696,31.09677419
2021/8/14,47053.5097,46987.83201,31.16129032
2021/8/13,47799.97212,47135.49385,31.22580645
2021/8/12,44434.3365,46644.37433,31.29032258
2021/8/11,45670.172,46467.24663,31.35483871
2021/8/10,45543.91666,46299.36846,31.41935484
2021/8/9,46265.47428,46293.20588,31.48387097
2021/8/8,43780.2388,45836.30277,31.5483871
2021/8/7,44665.77153,45623.47891,31.61290323
2021/8/6,42792.7879,45108.80782,31.67741935
2021/8/5,40849.95098,44334.47021,31.74193548
2021/8/4,39772.4717,43505.01594,31.80645161
2021/8/3,38255.05,42550.47668,31.87096774
2021/8/2,39153.01029,41932.75552,31.93548387
2021/8/1,40120.70072,41603.29101,32
2021/7/31,41700.99674,41621.05569,31.96774194
2021/7/30,42094.78,41707.18738,31.93548387
2021/7/29,39993.53,41395.61331,31.90322581
2021/7/28,39999.97,41141.85998,31.87096774
2021/7/27,39184.61,40785.99635,31.83870968
2021/7/26,37211.42,40136.07338,31.80645161
2021/7/25,35227.35,39243.57822,31.77419355
2021/7/24,34211.77,38328.704,31.74193548
2021/7/23,33506.09382,37451.86578,31.70967742
2021/7/22,32338.55,36522.172,31.67741935
2021/7/21,32142.94,35725.948,31.64516129
2021/7/20,29759.93,34641.21746,31.61290323
2021/7/19,30851.95,33952.25974,31.58064516
2021/7/18,31813,33563.30342,31.5483871
2021/7/17,31570.17,33200.91553,31.51612903
2021/7/16,31385.55,32870.84907,31.48387097
2021/7/15,31641.44705,32647.32143,31.4516129
2021/7/14,32776.13963,32670.74292,31.41935484
2021/7/13,32567.57251,32651.98466,31.38709677
2021/7/12,33219.352,32755.14236,31.35483871
2021/7/11,34249.77404,33026.89357,31.32258065
2021/7/10,33548.81733,33121.7888,31.29032258
2021/7/9,33866.19638,33257.13563,31.25806452
2021/7/8,32837.96027,33180.92193,31.22580645
2021/7/7,33867.46512,33305.74797,31.19354839
2021/7/6,34106.80638,33451.39495,31.16129032
2021/7/5,33866.54475,33526.87673,31.12903226
2021/7/4,35312.38754,33851.51506,31.09677419
2021/7/3,34698.30313,34005.47653,31.06451613
2021/7/2,33846.00709,33976.48209,31.03225806
2021/7/1,33628.67,33913.24352,31
2021/6/30,35060.42897,34121.8227,31.46666667
2021/6/29,35840.38647,34434.28884,31.93333333
2021/6/28,34439.12,34435.16723,32.4
2021/6/27,34579.03,34461.3241,32.86666667
2021/6/26,31858.58,33988.0979,33.33333333
2021/6/25,31708.50893,33573.62718,33.8
2021/6/24,34580.35118,33756.6679,34.26666667
2021/6/23,33646.15,33736.57374,34.73333333
2021/6/22,32366.97,33487.55488,35.2
2021/6/21,31606.39,33145.5249,35.66666667
2021/6/20,35648.51716,33600.6144,36.13333333
2021/6/19,35635.38,33970.57178,36.6
2021/6/18,35577.47,34262.7351,37.06666667
2021/6/17,38082.08,34957.16144,37.53333333
2021/6/16,38290.04332,35563.13996,38
2021/6/15,40204.51,36407.02543,38.46666667
2021/6/14,40499.97,37151.19717,38.93333333
2021/6/13,38990,37485.52495,39.4
2021/6/12,35538.3,37131.48405,39.86666667
2021/6/11,37200.35,37144.00513,40.33333333
2021/6/10,36870.06,37094.19693,40.8
2021/6/9,37345.04492,37139.80565,41.26666667
2021/6/8,33369.13806,36454.22973,41.73333333
2021/6/7,33550.00408,35926.1887,42.2
2021/6/6,35781.01,35899.79257,42.66666667
2021/6/5,35510.26,35828.96847,43.13333333
2021/6/4,36908.14,36025.18148,43.6
2021/6/3,39152.71,36593.82303,44.06666667
